WAVE_INDEX	NODE_ID	PARENT_ID	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	WAVE_CONTRACT_SHA256	HPG_STATUS	HPG_RECEIPT_SHA256	HPG_VERIFICATION_SHA256	HAPG_STATUS	HAPG_RECEIPT_SHA256	HAPG_VERIFICATION_SHA256	APG_VALID	APG_PASS	APG_RESCUE	GENERIC_CERTIFICATE_PASS	DECISION	TERMINAL_REASON
3	U01-0000000000_S02-0000000003	U01-0000000000_S01-0000000001	1	0	2	3	caf5ccd37fae43689af9ab7901a899384b15ca7462a09a8c9f4c2f7507a3ce35	H_PG_CROSSING	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
3	U01-0000000001_S02-0000000000	U01-0000000001_S01-0000000000	1	1	2	0	caf5ccd37fae43689af9ab7901a899384b15ca7462a09a8c9f4c2f7507a3ce35	H_PG_CROSSING	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
3	U01-0000000001_S02-0000000001	U01-0000000001_S01-0000000000	1	1	2	1	caf5ccd37fae43689af9ab7901a899384b15ca7462a09a8c9f4c2f7507a3ce35	H_PG_CROSSING	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
3	U01-0000000001_S02-0000000002	U01-0000000001_S01-0000000001	1	1	2	2	caf5ccd37fae43689af9ab7901a899384b15ca7462a09a8c9f4c2f7507a3ce35	H_PG_CROSSING	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
3	U01-0000000001_S02-0000000003	U01-0000000001_S01-0000000001	1	1	2	3	caf5ccd37fae43689af9ab7901a899384b15ca7462a09a8c9f4c2f7507a3ce35	H_PG_CROSSING	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
4	U02-0000000000_S02-0000000000	U01-0000000000_S02-0000000000	2	0	2	0	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	a806c4bb55ae963cc4b0fc1c3a817a44d0e30c3d4e091d471b111b8c771e571a	10fad5688c01393aff9f6da8a94bf51a8f5aa21dd4e0d68f09c3671121255d57	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000000_S02-0000000001	U01-0000000000_S02-0000000001	2	0	2	1	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_CROSSING	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000000_S02-0000000002	U01-0000000000_S02-0000000002	2	0	2	2	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	c9bc7d6f75a849fdf2cdaa4f4c53fa209833f75cdd73f2e065ee4b2baea81e54	243e88f5ed9d94c58907dfb98ac680afaf81be12abf4e7f807d37c110444e3b5	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000000_S02-0000000003	U01-0000000000_S02-0000000003	2	0	2	3	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	1d2d0db6a857e4fcfa59bd72c7c1cd68b4b7f5840746c1c96de8664a595385c1	1eacdbe17e99e8d5d28e5b0b0166bb7c0ebc04ac659922c0d45c2488f11988b4	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000001_S02-0000000000	U01-0000000000_S02-0000000000	2	1	2	0	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	9d96aa8b418a267b4d8d423b386266e2a5b47c42cca39e5d26b0de788e5c9401	d1914848a4b0f7d3c23bf43fce97e6bd3884a0ab71926d971e2c551e8b6d58c2	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000001_S02-0000000001	U01-0000000000_S02-0000000001	2	1	2	1	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	4bf1f071fae3fce1a2e79b50a9da841b7a36ae1c72bd525855864cd3c3d41366	a628b1a19ebe500dd787cbd0c53d0a11b5c74a91351f4d9adfd18369833aa648	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000001_S02-0000000002	U01-0000000000_S02-0000000002	2	1	2	2	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	c9c93163b446f4cc419797d5c8bc62fbe546cd611a2e358b504417ac1c0ea02a	13e1430d54e5e906ccae4dca9e934e8d1fa09e4d4dd19186949a31cc24196202	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000001_S02-0000000003	U01-0000000000_S02-0000000003	2	1	2	3	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	f4a57bee4e456e7cb0147a8e485ae9a4755d5fdc27628ab9ba98274a1adfd5d1	95e18f426636c56c1809235f7df020f23d94ccb1eda89ea2436b3e523f4b3160	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000002_S02-0000000000	U01-0000000001_S02-0000000000	2	2	2	0	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	15e12cf2357806e09719a5d792a557d0cb22526b54ab625e119b41429ae2092c	06d17e1eb987a1f6d635952f591d2f79aefe626f4251b6571fb1824b8efd11ef	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000002_S02-0000000001	U01-0000000001_S02-0000000001	2	2	2	1	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	3a9cec54354421942cb9d9677a64690b1b07c700d7014d30643c6fd2e3be31d5	ec39594d5dfdcd4c534187c7cf8348be29e3b89acc8af7e66e0bc7c07301f638	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000002_S02-0000000002	U01-0000000001_S02-0000000002	2	2	2	2	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	760b9419d186533184775b7b67eb35707fb18bc1d0f56dc3dd4e571fa9599f61	11dd2be9a33635f03fad739527a4d1fdf437f8df128887958b7cb47cc965b913	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000002_S02-0000000003	U01-0000000001_S02-0000000003	2	2	2	3	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	b57240cdd5db548c11cace648131c7b4a6b5ca507c0756552f9246f363b27b4f	759d7889dfe021b6f815991d349bcb1afec79023f475bb174a1813ee443aaa0a	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000003_S02-0000000000	U01-0000000001_S02-0000000000	2	3	2	0	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_CROSSING	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000003_S02-0000000001	U01-0000000001_S02-0000000001	2	3	2	1	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	62c51c7dad85c9c6491a87c809e108bb5e99d7351e4e79030f68bc04609db222	3026ad3ecdf28a23f9b2c5ef063d3c1af5d2229b64d25d31f081b513e9de410a	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000003_S02-0000000002	U01-0000000001_S02-0000000002	2	3	2	2	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	7cf71edb026106e93b369899d4d29a17bf86fd702833dc6ba8ebfbb4355a9177	506da06e4603291fb390dde4e8d4af67382981209f592a72b815d9f072a3565d	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
4	U02-0000000003_S02-0000000003	U01-0000000001_S02-0000000003	2	3	2	3	4e0cfdea9cab649c7b36ceeb9cfba8e3356d21b6b939b29648e879c703ac90f1	H_PG_INVALID_NO_SIGNED_CHART	b3ef4f2524bc41cf4f2abef04ddc97116db81b0102327a1478504635aa1407ad	eb5efb693f6c8c48b792d9f7ec6d249f89ca5a189a95b858e4ce62aa089e0bf8	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
5	U02-0000000000_S03-0000000000	U02-0000000000_S02-0000000000	2	0	3	0	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CROSSING	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000000_S03-0000000001	U02-0000000000_S02-0000000000	2	0	3	1	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CROSSING	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000000_S03-0000000002	U02-0000000000_S02-0000000001	2	0	3	2	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000000_S03-0000000003	U02-0000000000_S02-0000000001	2	0	3	3	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000000_S03-0000000004	U02-0000000000_S02-0000000002	2	0	3	4	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	09d3d3897fc81077f027b801cc1498d812b0b32211d1dc92defa1d632362f7bc	2dffd1bc03e34d0bec2d0484ce34e6315cac17368a2d818d7418efa93d556e0d	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000000_S03-0000000005	U02-0000000000_S02-0000000002	2	0	3	5	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	4b6edc28ea61534269e1ac28ef2a15ae22630a99103ae4aadba447802ce040ed	1b2d21b9e313c2abaacc69c385e426d0a0e05a38f459f5eb32396db028a487ef	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000000_S03-0000000006	U02-0000000000_S02-0000000003	2	0	3	6	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000000_S03-0000000007	U02-0000000000_S02-0000000003	2	0	3	7	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	976a66e0246f30d633e7fa8d80c4cd2c86611d060cb712a401845561c8e8a776	470a40aaaf732111da0103f090330674639cb8695625bc24b2784620dbb3f11d	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000001_S03-0000000000	U02-0000000001_S02-0000000000	2	1	3	0	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000001_S03-0000000001	U02-0000000001_S02-0000000000	2	1	3	1	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	bc5cd0282b3edbdc19f916bb86becebaa8c04fbded46c75039f7c8f2ebd8307f	d6a837c5f0fb82e86c693c65f12eb4aefe93774beca204818a4297793d725080	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000001_S03-0000000002	U02-0000000001_S02-0000000001	2	1	3	2	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	76238a899754020c8afccd4f8ae58edfa1e5fb95f121f12991aafea20a5f270f	3dbc04100b968b33f2ed53be9a0c176e004c19b5b96b1e56968d367a3f881acb	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000001_S03-0000000003	U02-0000000001_S02-0000000001	2	1	3	3	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	08282d2e487855de1fcbd0d75438a3a9d694bf2d36816fc8f6cd8a090ff9e585	a3e544d434c24b99c5ceb7711028fe0793e60512fe4b8fddda29039a358f5c92	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000001_S03-0000000004	U02-0000000001_S02-0000000002	2	1	3	4	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000001_S03-0000000005	U02-0000000001_S02-0000000002	2	1	3	5	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	57730158a773ac58ae69812dd989fbd80de1c258b78b0f2878ded53a44fb7dc0	f8dbbdf8e3313ec749922563ef15d11f433cdd44f915407919c92f7cb5f288d8	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000001_S03-0000000006	U02-0000000001_S02-0000000003	2	1	3	6	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	d5a0f30945239a90ee6601b9397c92db71844bdfdc398e087e98da7fef4d68d2	4d6b2898a9b05732abc0699ae0af3b221d9db570f46e94f8179cfe6427705d71	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000001_S03-0000000007	U02-0000000001_S02-0000000003	2	1	3	7	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000002_S03-0000000000	U02-0000000002_S02-0000000000	2	2	3	0	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000002_S03-0000000001	U02-0000000002_S02-0000000000	2	2	3	1	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
