LEAF_INDEX	LEAF_ID	X0_Q	Y0_Q	STEPS	EVENT1_TIME_Q	EVENT2_TIME_Q	X2_Q	Y2_Q	ELL2_Q	FLAGS	DETERMINANT	DECIMAL_DETERMINANT	ABS_DELTA	INSIDE_BOTH_CAPD	REFERENCE_PASS
250	U08-0000000207_S09-0000000320	16617569793661	12020013750874	6744	2646992174464	7240334093568	12534416492584	7393486455260	-20280050220330	7	-2.8420678364975445e-11	-2.8420676855319933e-11	1.5096555121351674e-18	true	true
251	U08-0000000207_S09-0000000321	16616356416694	12020447252087	6744	2646993697536	7240335591488	12534416074850	7393485986991	-20280124812508	7	-2.8417539890213987e-11	-2.8417538347978961e-11	1.5422350254557657e-18	true	true
252	U08-0000000208_S09-0000000320	16617546624781	12019988377766	6744	2646998634304	7240339861568	12534515109616	7393596951312	-20280025735818	7	-2.8420281278361018e-11	-2.842027981609499e-11	1.462266027880449e-18	true	true
253	U08-0000000208_S09-0000000321	16616333247813	12020421878979	6744	2647000157184	7240341359296	12534514697307	7393596489208	-20280100329630	7	-2.841714275283682e-11	-2.8417141340751995e-11	1.4120848252142355e-18	true	true
254	U08-0000000209_S09-0000000320	16617523455901	12019963004658	6744	2647005095104	7240345630592	12534613713999	7393707432848	-20280001246832	7	-2.8419884451867464e-11	-2.8419882773842433e-11	1.6780250303553876e-18	true	true
255	U08-0000000209_S09-0000000321	16616310078933	12020396505871	6744	2647006618112	7240347128384	12534613303831	7393706973260	-20280075840304	7	-2.8416745956868476e-11	-2.8416744330497721e-11	1.6263707547275364e-18	true	true
256	U08-0000000208_S09-0000000322	16615119870846	12020855380191	6744	2647001679680	7240342856640	12534514275166	7393596016356	-20280174923866	7	-2.8414004427745476e-11	-2.8414003038507764e-11	1.389237712185783e-18	true	true
257	U08-0000000208_S09-0000000323	16613906493878	12021288881404	6744	2647003201792	7240344353728	12534513842704	7393595531586	-20280249518144	7	-2.8410866320850064e-11	-2.8410864909353956e-11	1.4114961084938193e-18	true	true
258	U08-0000000209_S09-0000000322	16615096701966	12020830007083	6744	2647008140544	7240348625792	12534612885152	7393706504476	-20280150435931	7	-2.8413607604926992e-11	-2.8413606060251793e-11	1.5446751985692743e-18	true	true
259	U08-0000000209_S09-0000000323	16613883324998	12021263508296	6744	2647009663232	7240350123328	12534612450117	7393706016438	-20280225027256	7	-2.841046964250861e-11	-2.8410467963096313e-11	1.67941229625317e-18	true	true
260	U08-0000000210_S09-0000000320	16617500287020	12019937631550	6744	2647011554432	7240351398656	12534712335343	7393817933341	-20279976771944	7	-2.8419487129186944e-11	-2.8419485728562315e-11	1.4006246287993997e-18	true	true
261	U08-0000000210_S09-0000000321	16616286910053	12020371132763	6744	2647013079488	7240352898112	12534711903711	7393817450324	-20280051350404	7	-2.8416349260152063e-11	-2.8416347317216186e-11	1.9429358770788772e-18	true	true
262	U08-0000000211_S09-0000000320	16617477118140	12019912258442	6744	2647018015168	7240357168128	12534810939938	7393928414819	-20279952289693	7	-2.8419090178808313e-11	-2.8419088680254683e-11	1.4985536303284091e-18	true	true
263	U08-0000000211_S09-0000000321	16616263741173	12020345759655	6744	2647019538880	7240358666560	12534810527403	7393927952750	-20280026879134	7	-2.8415951893542404e-11	-2.8415950300907445e-11	1.5926349592328626e-18	true	true
264	U08-0000000210_S09-0000000322	16615073533085	12020804633975	6744	2647014601472	7240354395136	12534711495028	7393816991849	-20280125950408	7	-2.8413210749452215e-11	-2.8413209078968868e-11	1.6704833468297547e-18	true	true
265	U08-0000000210_S09-0000000323	16613860156118	12021238135188	6744	2647016122816	7240355891584	12534711078202	7393816524833	-20280200551825	7	-2.8410072396302743e-11	-2.841007101381202e-11	1.3824907230466147e-18	true	true
266	U08-0000000211_S09-0000000322	16615050364205	12020779260867	6744	2647021061504	7240360164096	12534810113594	7393927489190	-20280101474733	7	-2.8412813582932085e-11	-2.841281209465904e-11	1.4882730451658622e-18	true	true
267	U08-0000000211_S09-0000000323	16613836987238	12021212762080	6744	2647022584384	7240361661760	12534809682511	7393927006517	-20280176065548	7	-2.8409675676464943e-11	-2.8409674061501128e-11	1.6149638145269823e-18	true	true
268	U08-0000000212_S09-0000000320	16617453949260	12019886885334	6744	2647024475456	7240362937472	12534909546755	7394038899733	-20279927813240	7	-2.8418693078106544e-11	-2.8418691628919593e-11	1.4491869517651417e-18	true	true
269	U08-0000000212_S09-0000000321	16616240572293	12020320386547	6744	2647025999488	7240364436224	12534909135264	7394038437993	-20280002401382	7	-2.8415554863547501e-11	-2.8415553281571549e-11	1.5819759518647698e-18	true	true
270	U08-0000000213_S09-0000000320	16617430780380	12019861512226	6744	2647030936384	7240368707648	12535008147974	7394149376754	-20279903336013	7	-2.841829608339555e-11	-2.8418294574557099e-11	1.5088384515604211e-18	true	true
271	U08-0000000213_S09-0000000321	16616217403412	12020295013439	6744	2647032460160	7240370206080	12535007741263	7394148921715	-20279977926424	7	-2.8415157800822583e-11	-2.841515625920855e-11	1.5416140325355886e-18	true	true
272	U08-0000000212_S09-0000000322	16615027195325	12020753887759	6744	2647027522752	7240365934208	12534908717202	7394037970279	-20280076992890	7	-2.8412416737029908e-11	-2.8412415107322361e-11	1.6297075463886128e-18	true	true
273	U08-0000000212_S09-0000000323	16613813818358	12021187388972	6744	2647029045568	7240367431872	12534908289817	7394037491264	-20280151584600	7	-2.8409278818012917e-11	-2.8409277106163689e-11	1.7118492275468537e-18	true	true
274	U08-0000000213_S09-0000000322	16615004026445	12020728514651	6744	2647033983616	7240371704320	12535007325184	7394148455060	-20280052517203	7	-2.8412019723318223e-11	-2.8412018116958883e-11	1.6063593396235379e-18	true	true
275	U08-0000000213_S09-0000000323	16613790649477	12021162015864	6744	2647035505984	7240373201664	12535006906197	7394147986001	-20280127113026	7	-2.8408881659456821e-11	-2.8408880147799758e-11	1.511657063035347e-18	true	true
276	U08-0000000214_S09-0000000320	16617407611500	12019836139118	6744	2647037398272	7240374478848	12535106735763	7394259839160	-20279878854462	7	-2.8417899347918663e-11	-2.8417897517167247e-11	1.8307514161253651e-18	true	true
277	U08-0000000214_S09-0000000321	16616194234532	12020269640331	6744	2647038920576	7240375976128	12535106350513	7394259407737	-20279953456497	7	-2.8414760610491662e-11	-2.8414759233818503e-11	1.376673158567355e-18	true	true
278	U08-0000000215_S09-0000000320	16617384442619	12019810766010	6744	2647043857728	7240380248192	12535205350903	7394370333060	-20279854393439	7	-2.8417501848897583e-11	-2.8417500456750095e-11	1.3921474880115002e-18	true	true
279	U08-0000000215_S09-0000000321	16616171065652	12020244267223	6744	2647045381120	7240381746496	12535204956535	7394369891017	-20279928988560	7	-2.8414363419201971e-11	-2.8414362205401457e-11	1.213800514011491e-18	true	true
280	U08-0000000214_S09-0000000322	16614980857565	12020703141543	6744	2647040444672	7240377474880	12535105929212	7394258935978	-20280028042780	7	-2.841162273580372e-11	-2.8411621123568664e-11	1.6122350555460949e-18	true	true
281	U08-0000000214_S09-0000000323	16613767480597	12021136642756	6744	2647041967104	7240378972224	12535105513465	7394258470274	-20280102638900	7	-2.8408484677974555e-11	-2.8408483186409386e-11	1.4915651690738607e-18	true	true
282	U08-0000000215_S09-0000000322	16614957688684	12020677768435	6744	2647046905920	7240383245824	12535204531523	7394369414270	-20280003570810	7	-2.8411225729897757e-11	-2.8411224127151746e-11	1.6027460111439274e-18	true	true
283	U08-0000000215_S09-0000000323	16613744311717	12021111269648	6744	2647048427776	7240384742720	12535204125157	7394368959338	-20280078171297	7	-2.8408087513113094e-11	-2.8408086221992622e-11	1.2911204721374552e-18	true	true
284	U08-0000000216_S09-0000000320	16617361273739	12019785392902	6744	2647050318848	7240386019328	12535303946282	7394480803653	-20279829923645	7	-2.8417104791427749e-11	-2.8417103393305688e-11	1.3981220617107801e-18	true	true
285	U08-0000000216_S09-0000000321	16616147896772	12020218894115	6744	2647051844224	7240387519232	12535303532106	7394480339060	-20279904504798	7	-2.8413966950555936e-11	-2.8413965173957462e-11	1.7765984734362355e-18	true	true
286	U08-0000000217_S09-0000000320	16617338104859	12019760019794	6744	2647056781568	7240391792000	12535402522655	7394591252798	-20279805445669	7	-2.8416708147759189e-11	-2.8416706326834087e-11	1.8209251017531261e-18	true	true
287	U08-0000000217_S09-0000000321	16616124727891	12020193521007	6744	2647058304192	7240393289600	12535402143892	7394590828258	-20279880047167	7	-2.8413569492957883e-11	-2.8413568139486575e-11	1.3534713078407394e-18	true	true
288	U08-0000000216_S09-0000000322	16614934519804	12020652395327	6744	2647053367424	7240389017280	12535303128330	7394479886797	-20279979099222	7	-2.8410828788241475e-11	-2.8410827127708186e-11	1.6605332881765823e-18	true	true
289	U08-0000000216_S09-0000000323	16613721142837	12021085896540	6744	2647054890112	7240390514880	12535302716570	7394479425382	-20280053694980	7	-2.8407690788275293e-11	-2.840768925454952e-11	1.5337257732579929e-18	true	true
290	U08-0000000217_S09-0000000322	16614911350924	12020627022219	6744	2647059829568	7240394789376	12535401718105	7394590351464	-20279954626370	7	-2.8410431969599121e-11	-2.8410430125238038e-11	1.8443610833671854e-18	true	true
291	U08-0000000217_S09-0000000323	16613697973956	12021060523432	6744	2647061352320	7240396287104	12535401307879	7394589892114	-20280029221747	7	-2.840729400561339e-11	-2.8407292284080136e-11	1.7215332539290365e-18	true	true
292	U08-0000000216_S09-0000000324	16612507765869	12021519397753	6744	2647056413056	7240392012608	12535302286284	7394478943674	-20280128285751	7	-2.8404553208022791e-11	-2.8404551554473124e-11	1.6535496672210871e-18	true	true
293	U08-0000000216_S09-0000000325	16611294388902	12021952898965	6744	2647057934592	7240393509248	12535301859187	7394478464810	-20280202884939	7	-2.8401415506367749e-11	-2.8401414027470654e-11	1.4788970950942414e-18	true	true
294	U08-0000000217_S09-0000000324	16612484596989	12021494024645	6744	2647062874368	7240397784128	12535400893212	7394589426952	-20280103820686	7	-2.8404156116982721e-11	-2.8404154616004524e-11	1.5009781968702043e-18	true	true
295	U08-0000000217_S09-0000000325	16611271220021	12021927525857	6744	2647064396992	7240399281728	12535400455712	7394588936794	-20280178412521	7	-2.840101874197592e-11	-2.8401017121002861e-11	1.6209730587261555e-18	true	true
296	U08-0000000218_S09-0000000320	16617314935979	12019734646686	6744	2647063242048	7240397563008	12535501123993	7394701730532	-20279780986273	7	-2.8416310814312745e-11	-2.8416309257335342e-11	1.556977403455378e-18	true	true
297	U08-0000000218_S09-0000000321	16616101559011	12020168147899	6744	2647064765888	7240399061632	12535500733665	7394701293107	-20279855579794	7	-2.8413172514780652e-11	-2.841317110198885e-11	1.4127918029128526e-18	true	true
298	U08-0000000219_S09-0000000320	16617291767098	12019709273578	6744	2647069703616	7240403335232	12535599711552	7394812192164	-20279756522387	7	-2.8415913753540173e-11	-2.84159121848095e-11	1.5687306738386504e-18	true	true
299	U08-0000000219_S09-0000000321	16616078390131	12020142774791	6744	2647071228032	7240404834368	12535599318781	7394811751361	-20279831112637	7	-2.8412775606923284e-11	-2.8412774061464331e-11	1.5454589521996683e-18	true	true
300	U08-0000000218_S09-0000000322	16614888182044	12020601649111	6744	2647066290496	7240400560896	12535500321034	7394700830241	-20279930165564	7	-2.841003474641964e-11	-2.8410033119741355e-11	1.6266782849696471e-18	true	true
301	U08-0000000218_S09-0000000323	16613674805076	12021035150324	6744	2647067813760	7240402059008	12535499908824	7394700368498	-20280004758266	7	-2.8406896913137752e-11	-2.8406895310584516e-11	1.602553236055937e-18	true	true
302	U08-0000000219_S09-0000000322	16614865013163	12020576276003	6744	2647072751680	7240406332800	12535598919406	7394811304702	-20279905705628	7	-2.8409637563993076e-11	-2.8409636111218187e-11	1.4527748896773559e-18	true	true
303	U08-0000000219_S09-0000000323	16613651636196	12021009777216	6744	2647074275904	7240407831680	12535598499507	7394810834120	-20279980292017	7	-2.8406500008571657e-11	-2.8406498334062719e-11	1.6745089376030176e-18	true	true
304	U08-0000000218_S09-0000000324	16612461428109	12021468651537	6744	2647069336384	7240403556480	12535499489611	7394699899138	-20280079352987	7	-2.8403759213020733e-11	-2.8403757674509994e-11	1.5385107384517994e-18	true	true
305	U08-0000000218_S09-0000000325	16611248051141	12021902152749	6744	2647070858688	7240405053760	12535499059602	7394699417291	-20280153947637	7	-2.8400621738564692e-11	-2.8400620211509442e-11	1.5270552498578718e-18	true	true
306	U08-0000000219_S09-0000000324	16612438259228	12021443278429	6744	2647075797696	7240409328576	12535598094295	7394810379503	-20280054893718	7	-2.840336204573867e-11	-2.840336072998959e-11	1.315749080173754e-18	true	true
307	U08-0000000219_S09-0000000325	16611224882261	12021876779641	6744	2647077320768	7240410826368	12535597658876	7394809892113	-20280129483419	7	-2.8400224788714278e-11	-2.8400223298990455e-11	1.4897238230250522e-18	true	true
308	U08-0000000220_S09-0000000320	16617268598218	12019683900470	6744	2647076165568	7240409108032	12535698293771	7394922647841	-20279732058677	7	-2.8415516762842731e-11	-2.8415515109256622e-11	1.6535861084044791e-18	true	true
309	U08-0000000220_S09-0000000321	16616055221251	12020117401683	6744	2647077689152	7240410606528	12535697914559	7394922222229	-20279806655804	7	-2.8412378355073402e-11	-2.8412377017913082e-11	1.3371603207499138e-18	true	true
310	U08-0000000221_S09-0000000320	16617245429338	12019658527362	6744	2647082628160	7240414881600	12535796868375	7395033094763	-20279707594137	7	-2.841511989066331e-11	-2.8415118030676755e-11	1.8599865542188805e-18	true	true
311	U08-0000000221_S09-0000000321	16616032052370	12020092028575	6744	2647084151616	7240416379968	12535796493138	7395032674108	-20279782192133	7	-2.8411981463106034e-11	-2.8411979971335146e-11	1.4917708882459678e-18	true	true
312	U08-0000000220_S09-0000000322	16614841844283	12020550902895	6744	2647079213888	7240412105792	12535697506626	7394921765412	-20279881241816	7	-2.8409240617167891e-11	-2.8409239099668584e-11	1.517499307223664e-18	true	true
313	U08-0000000220_S09-0000000323	16613628467316	12020984404108	6744	2647080738368	7240413604928	12535697087280	7394921295239	-20279955827275	7	-2.8406103124032374e-11	-2.8406101354514792e-11	1.7695175812105828e-18	true	true
314	U08-0000000221_S09-0000000322	16614818675403	12020525529787	6744	2647085676224	7240417879232	12535796090564	7395032222592	-20279856779823	7	-2.8408843678222797e-11	-2.8408842085092605e-11	1.5931301916193633e-18	true	true
315	U08-0000000221_S09-0000000323	16613605298435	12020959031000	6744	2647087199552	7240419377344	12535795687152	7395031771211	-20279931373414	7	-2.8405705864466616e-11	-2.8405704371940793e-11	1.4925258230330674e-18	true	true
316	U08-0000000220_S09-0000000324	16612415090348	12021417905321	6744	2647082260416	7240415102016	12535696681915	7394920841040	-20280030427446	7	-2.8402965241196373e-11	-2.8402963782443361e-11	1.4587530112059819e-18	true	true
317	U08-0000000220_S09-0000000325	16611201713381	12021851406533	6744	2647083783232	7240416599680	12535696251600	7394920359689	-20280105019191	7	-2.8399827924572506e-11	-2.8399826383445948e-11	1.5411265581985049e-18	true	true
318	U08-0000000221_S09-0000000324	16612391921468	12021392532213	6744	2647088722560	7240420875264	12535795275077	7395031308831	-20280005968277	7	-2.8402568226815563e-11	-2.8402566831871361e-11	1.3949442018184133e-18	true	true
319	U08-0000000221_S09-0000000325	16611178544500	12021826033425	6744	2647090246464	7240422373824	12535794835754	7395030816825	-20280080553180	7	-2.8399431215684768e-11	-2.8399429464875973e-11	1.7508087946255963e-18	true	true
320	U08-0000000222_S09-0000000320	16617222260458	12019633154254	6744	2647089088704	7240420653760	12535895466491	7395143567344	-20279683146715	7	-2.8414722387078751e-11	-2.8414720949069953e-11	1.4380087980897923e-18	true	true
321	U08-0000000222_S09-0000000321	16616008883490	12020066655467	6744	2647090613056	7240422152832	12535895083900	7395143139093	-20279757739197	7	-2.8411584209007553e-11	-2.8411582921730582e-11	1.287276970958879e-18	true	true
322	U08-0000000223_S09-0000000320	16617199091577	12019607781146	6744	2647095550976	7240426427520	12535994042100	7395254016008	-20279658689675	7	-2.8414325358931922e-11	-2.8414323864436275e-11	1.4944956470331116e-18	true	true
323	U08-0000000223_S09-0000000321	16615985714610	12020041282359	6744	2647097076928	7240427928000	12535993645141	7395253570493	-20279733271480	7	-2.8411187638523435e-11	-2.8411185869099442e-11	1.7694239934790907e-18	true	true
324	U08-0000000222_S09-0000000322	16614795506523	12020500156679	6744	2647092138176	7240423652480	12535894678099	7395142684621	-20279832323313	7	-2.8408446585084832e-11	-2.8408445067490302e-11	1.5175945299293357e-18	true	true
325	U08-0000000222_S09-0000000323	16613582129555	12020933657892	6744	2647093662464	7240425151488	12535894267912	7395142224335	-20279906911425	7	-2.8405309025056055e-11	-2.8405307386340771e-11	1.6387152847653738e-18	true	true
326	U08-0000000223_S09-0000000322	16614772337642	12020474783571	6744	2647098601344	7240429427136	12535993250521	7395253128385	-20279807861845	7	-2.840804979259876e-11	-2.8408048046861726e-11	1.7457370336349555e-18	true	true
327	U08-0000000223_S09-0000000323	16613558960675	12020908284784	6744	2647100124736	7240430925312	12535992854530	7395252684629	-20279882457007	7	-2.8404911957723085e-11	-2.8404910397714782e-11	1.5600083030796974e-18	true	true
328	U08-0000000222_S09-0000000324	16612368752588	12021367159105	6744	2647095184832	7240426648832	12535893865623	7395141773682	-20279981511028	7	-2.8402171212383873e-11	-2.8402169878273648e-11	1.3341102247192695e-18	true	true
329	U08-0000000222_S09-0000000325	16611155375620	12021800660317	6744	2647096708608	7240428147328	12535893430478	7395141286852	-20280056096853	7	-2.8399034178293551e-11	-2.8399032543280588e-11	1.63501296328408e-18	true	true
330	U08-0000000223_S09-0000000324	16612345583707	12021341785997	6744	2647101648192	7240432423616	12535992442165	7395252222768	-20279957049052	7	-2.8401774475482267e-11	-2.8401772921650269e-11	1.5538319974773568e-18	true	true
331	U08-0000000223_S09-0000000325	16611132206740	12021775287209	6744	2647103171648	7240433921856	12535992016104	7395251745275	-20280031638741	7	-2.8398637304199365e-11	-2.8398635618659845e-11	1.6855395203183829e-18	true	true
