LEAF_INDEX	STEPS	EVENT1_TIME	EVENT2_TIME	X2	Y2	ELL2	DETERMINANT	DECIMAL_DETERMINANT	ABS_DELTA	INSIDE_BOTH_CAPD
193	6744	2.4075019363081083	6.585114702465944	11.401014211196525	6.7254895010200926	-18.444783204621672	-2.8395717556526586e-11	-2.8395715909623793e-11	1.6469027927854319e-18	true
194	6744	2.4075047027436085	6.5851174237322994	11.401013383732788	6.7254885738038865	-18.444918897838761	-2.8389443661064635e-11	-2.8389442053965738e-11	1.6070988972522971e-18	true
195	6744	2.4075074670254253	6.5851201430778019	11.401012529822765	6.7254876169190538	-18.445054598057141	-2.8383170323018399e-11	-2.8383168890453438e-11	1.4325649609198675e-18	true
196	6744	2.4075102302595042	6.5851228614919819	11.401011634377937	6.7254866135290285	-18.445190296826695	-2.8376897935416535e-11	-2.8376896419020138e-11	1.5163963975861438e-18	true
197	6744	2.4075129911652766	6.5851255778688937	11.401010713652795	6.7254855820010562	-18.445326003041373	-2.8370626079322137e-11	-2.8370624639599071e-11	1.4397230652858231e-18	true
198	6744	2.4075157507322729	6.58512829313986	11.40100975533187	6.725484508214322	-18.445461710012751	-2.8364355071743342e-11	-2.836435355212347e-11	1.5196198719656489e-18	true
199	6744	2.4075185084948316	6.5851310067810118	11.401008765706138	6.7254833994857108	-18.445597421065031	-2.8358084752649935e-11	-2.8358083156526555e-11	1.5961233802088034e-18	true
200	6744	2.4075212638126686	6.5851337183266878	11.401007753042904	6.7254822644308661	-18.445733141988057	-2.8351814877581549e-11	-2.8351813452741538e-11	1.4248400116521142e-18	true
201	6744	2.4075240179081447	6.5851364288246259	11.401006700535618	6.7254810851636648	-18.445868861429517	-2.834554593373908e-11	-2.8345544440701627e-11	1.4930374536289771e-18	true
202	6744	2.4075267697917297	6.5851391374017112	11.401005621237346	6.7254798760050107	-18.446004588692631	-2.8339277526343339e-11	-2.8339276120340027e-11	1.4060033125713889e-18	true
203	6744	2.4075295208604075	6.5851418451638892	11.401004499263763	6.7254786187850186	-18.446140312486023	-2.8333010139042447e-11	-2.8333008491589931e-11	1.6474525156947844e-18	true
204	6744	2.4075322696007788	6.5851445509470068	11.40100335137322	6.7254773326267241	-18.446276044583101	-2.8326743265685444e-11	-2.8326741554384528e-11	1.7113009166606562e-18	true
205	6744	2.4075350156635977	6.5851472544600256	11.401002182277807	6.7254760230634929	-18.446411787014767	-2.8320476799423041e-11	-2.8320475308656993e-11	1.4907660479786491e-18	true
206	6744	2.4075136915198527	6.5851252040592954	11.401193559651801	6.7256904507257786	-18.444738706118187	-2.8394923813104616e-11	-2.8394922174540039e-11	1.6385645763351758e-18	true
207	6744	2.407516457606107	6.5851279249764048	11.401192749612164	6.72568954300732	-18.444874404454822	-2.838864976394449e-11	-2.838864844688914e-11	1.3170553502261658e-18	true
208	6744	2.4075192225864157	6.5851306450203992	11.401191899115474	6.7256885895521918	-18.445010101816479	-2.8382376643564247e-11	-2.8382375411384178e-11	1.2321800697879844e-18	true
209	6744	2.4075219872174785	6.5851333645987324	11.401190999963546	6.7256875820457935	-18.445145792688891	-2.83761046865028e-11	-2.8376103067958392e-11	1.6185444079800858e-18	true
210	6744	2.4075247499858961	6.5851360826054588	11.401190069074801	6.7256865391391329	-18.445281488158798	-2.8369833407472613e-11	-2.8369831416545022e-11	1.9909275908247997e-18	true
211	6744	2.4075275090290233	6.5851387974107638	11.401189130448074	6.7256854872848635	-18.445417201337477	-2.8363562192935403e-11	-2.8363560457077284e-11	1.7358581189768112e-18	true
212	6744	2.4075302667333744	6.5851415110519156	11.401188152936811	6.7256843925324574	-18.445552915148255	-2.8357291838731986e-11	-2.8357290189488408e-11	1.6492435782096377e-18	true
213	6744	2.4075330234481953	6.5851442237617448	11.401187136210865	6.7256832528919404	-18.445688628039534	-2.8351022401669858e-11	-2.8351020613711603e-11	1.7879582546483513e-18	true
214	6744	2.4075357769615948	6.5851469337358139	11.401186102909378	6.7256820957163654	-18.445824354023898	-2.8344753242327711e-11	-2.8344751729680073e-11	1.5126476376682734e-18	true
215	6744	2.407538530882448	6.5851496440591291	11.401185012758106	6.7256808736865423	-18.445960069066132	-2.8338485464542616e-11	-2.8338483537327022e-11	1.9272155938806425e-18	true
216	6744	2.4075412800884806	6.5851523503661156	11.401183924062025	6.7256796540605137	-18.446095808622886	-2.8332217459113627e-11	-2.833221603658564e-11	1.422527986910066e-18	true
217	6744	2.4075440296437591	6.5851550569059327	11.401182778935436	6.7256783708326111	-18.446231537154745	-2.8325950828358762e-11	-2.8325949227389115e-11	1.6009696472408183e-18	true
218	6744	2.4075467772781849	6.5851577616995201	11.401181603650002	6.7256770538842829	-18.446367270243172	-2.8319684860928076e-11	-2.831968310967062e-11	1.7512574560973754e-18	true
219	6744	2.4075254462077282	6.585135706118308	11.401372913163868	6.7258914050080421	-18.444694223165243	-2.8394129684113241e-11	-2.8394128427356356e-11	1.2567568853319449e-18	true
220	6744	2.4075282145058736	6.5851384289562702	11.40137208878059	6.7258904813334084	-18.444829907723943	-2.8387856340525402e-11	-2.8387854827715046e-11	1.5128103563732248e-18	true
221	6744	2.4075309800682589	6.5851411494077183	11.401371242654022	6.725889533669033	-18.444965602677257	-2.8381583407565755e-11	-2.8381581920219857e-11	1.4873458984838124e-18	true
222	6744	2.4075337442336604	6.5851438686368056	11.401370361367299	6.7258885462142644	-18.445101299252201	-2.8375311275451626e-11	-2.8375309704804019e-11	1.5706476067471053e-18	true
223	6744	2.4075365070602857	6.5851465867599472	11.401369442271061	6.7258875165089194	-18.445236996582935	-2.8369039992548337e-11	-2.8369038181400771e-11	1.8111475651876336e-18	true
224	6744	2.4075392663362436	6.5851493017980829	11.401368512919362	6.7258864748373526	-18.445372710558331	-2.8362768831177447e-11	-2.8362767349943341e-11	1.4812341065069025e-18	true
225	6744	2.4075420245644636	6.585152015904896	11.401367542945081	6.7258853878065565	-18.445508423351384	-2.8356498602336079e-11	-2.8356497210364935e-11	1.3919711434446615e-18	true
226	6744	2.4075447814539075	6.5851547287311405	11.401366535562374	6.7258842593973895	-18.445644136671945	-2.83502292223783e-11	-2.8350227762598777e-11	1.4597795229591146e-18	true
227	6744	2.4075475361896679	6.5851574398693629	11.401365500214524	6.7258830991822833	-18.445779856803711	-2.8343960423012495e-11	-2.8343959006578064e-11	1.4164344316807234e-18	true
228	6744	2.4075502894120291	6.5851601496106014	11.401364430469584	6.7258819003245662	-18.445915579273787	-2.8337692394188263e-11	-2.8337690942235995e-11	1.4519522682516948e-18	true
229	6744	2.4075530412374064	6.5851628580712713	11.401363323411715	6.7258806604268102	-18.44605130185937	-2.8331425223240653e-11	-2.8331423569505759e-11	1.6537348942859879e-18	true
230	6744	2.4075557903852314	6.5851655642618425	11.401362195600086	6.7258793968703685	-18.446187035783623	-2.8325158430801205e-11	-2.8325156888320546e-11	1.5424806593236027e-18	true
231	6744	2.4075585382524878	6.5851682693464682	11.401361030521912	6.7258780909987763	-18.446322770369989	-2.8318892488040758e-11	-2.8318890898613527e-11	1.5894272303655644e-18	true
232	6744	2.407372486544773	6.5849982983781956	11.399178077177567	6.7234321965752315	-18.444798737118617	-2.8424251549199358e-11	-2.8424250072093348e-11	1.4771060099611683e-18	true
233	6744	2.4073738707229495	6.5849996597389691	11.399177682234949	6.7234317538004689	-18.44486658068945	-2.8421112780108248e-11	-2.8421111276784274e-11	1.5033239744586539e-18	true
234	6744	2.4073783615604043	6.585003542015329	11.399267777263049	6.7235327025764491	-18.444776444503077	-2.8423854827582007e-11	-2.842385306011923e-11	1.7674627773272959e-18	true
235	6744	2.4073797453893349	6.5850049031432718	11.399267388812405	6.7235322670794631	-18.444844290568653	-2.8420715963550729e-11	-2.8420714296805395e-11	1.6667453337974989e-18	true
236	6744	2.4073842358775437	6.5850087853614241	11.399357484642678	6.7236332163029147	-18.444754159474542	-2.8423457843863449e-11	-2.842345604511704e-11	1.7987464088207533e-18	true
237	6744	2.4073856197064742	6.5850101465475745	11.399357099508052	6.7236327842429091	-18.444822006528739	-2.8420318961811285e-11	-2.8420317313798749e-11	1.6480125363565284e-18	true
238	6744	2.4073901102528907	6.5850140289985575	11.399447190532555	6.7237337284541354	-18.444731876908008	-2.8423060830106822e-11	-2.8423059027086829e-11	1.8030199922190687e-18	true
239	6744	2.4073914939071983	6.5850153899518773	11.399446810144582	6.7237333023977044	-18.444799725210942	-2.8419921902309279e-11	-2.8419920327764385e-11	1.574544894052543e-18	true
240	6744	2.4073959834640846	6.5850192718789913	11.399536909519156	6.7238342552673203	-18.44470960570743	-2.8422663385069412e-11	-2.8422662006028647e-11	1.3790407659691577e-18	true
241	6744	2.4073973686317913	6.5850206341710873	11.399536514524698	6.7238338125089285	-18.444777444035026	-2.8419524934058361e-11	-2.8419523338702353e-11	1.595356008631947e-18	true
242	6744	2.4074018584797159	6.5850245165056549	11.399626606583297	6.7239347572412953	-18.444687324160441	-2.8422266484695065e-11	-2.8422264981942543e-11	1.5027525219023505e-18	true
243	6744	2.407403243763838	6.5850258788559586	11.399626213452393	6.7239343167002517	-18.444755162380716	-2.8419128059183724e-11	-2.8419126346612704e-11	1.7125710201794887e-18	true
244	6744	2.4074077324476093	6.5850297604920343	11.399716315548176	6.724035272402034	-18.44466505309174	-2.8421869191285846e-11	-2.8421867954828568e-11	1.2364572785638283e-18	true
245	6744	2.4074091177317314	6.5850311228423379	11.399715925543205	6.7240348353861918	-18.444732891724016	-2.8418730764318706e-11	-2.841872935149549e-11	1.412823216389084e-18	true
246	6744	2.4074136082781479	6.5850350062828511	11.399806001147226	6.724135761515754	-18.444642771019971	-2.8421472473446013e-11	-2.8421470924686772e-11	1.5487592412850415e-18	true
247	6744	2.4074149926309474	6.5850363678764552	11.399805624588225	6.7241353396166232	-18.444710616845441	-2.8418333746830635e-11	-2.8418332353350759e-11	1.3934798756455185e-18	true
248	6744	2.4074194832355715	6.585040251549799	11.399895696536987	6.7242362616871105	-18.444620498207769	-2.8421075417331057e-11	-2.8421073891517214e-11	1.5258138423977115e-18	true
249	6744	2.4074208680540323	6.5850416135508567	11.39989531809988	6.7242358372104718	-18.444688341577603	-2.8417936824733322e-11	-2.8417935352178567e-11	1.4725547556021507e-18	true
250	6744	2.4074253583094105	6.5850454971659929	11.399985389820358	6.724336758688878	-18.444598227079041	-2.8420678364975445e-11	-2.8420676855319933e-11	1.5096555121351674e-18	true
251	6744	2.4074267435353249	6.5850468595162965	11.399985009893498	6.7243363328007035	-18.444666068269726	-2.8417539890213987e-11	-2.8417538347978961e-11	1.5422350254557657e-18	true
252	6744	2.4074312334996648	6.5850507431314327	11.400075081488467	6.7244372542627389	-18.444575958545101	-2.8420281278361018e-11	-2.842027981609499e-11	1.462266027880449e-18	true
253	6744	2.4074326185509562	6.5850521053071134	11.400074706495616	6.7244368339815992	-18.444643801221901	-2.841714275283682e-11	-2.8417141340751995e-11	1.4120848252142355e-18	true
254	6744	2.407437109563034	6.5850559900281951	11.400164761652377	6.7245377366343746	-18.444553685942083	-2.8419884451867464e-11	-2.8419882773842433e-11	1.6780250303553876e-18	true
255	6744	2.4074384947307408	6.5850573522620834	11.400164388606754	6.7245373186415236	-18.444621528309654	-2.8416745956868476e-11	-2.8416744330497721e-11	1.6263707547275364e-18	true
256	6744	2.4074340032530017	6.5850534671335481	11.400074322560613	6.7244364039252105	-18.444711644284325	-2.8414004427745476e-11	-2.8414003038507764e-11	1.389237712185783e-18	true
257	6744	2.4074353876058012	6.5850548287271522	11.400073929238715	6.7244359630294639	-18.444779487384949	-2.8410866320850064e-11	-2.8410864909353956e-11	1.4114961084938193e-18	true
258	6744	2.4074398793745786	6.5850587141467258	11.400164007820422	6.7245368922849593	-18.444689372637185	-2.8413607604926992e-11	-2.8413606060251793e-11	1.5446751985692743e-18	true
259	6744	2.407441264251247	6.5850600761477835	11.400163612158394	6.7245364484169841	-18.444757213052071	-2.841046964250861e-11	-2.8410467963096313e-11	1.67941229625317e-18	true
260	6744	2.407442984287627	6.5850612360518426	11.400254457242227	6.7246382362473014	-18.44453142616112	-2.8419487129186944e-11	-2.8419485728562315e-11	1.4006246287993997e-18	true
261	6744	2.4074443713179789	6.5850625997991301	11.40025406467521	6.724637796945899	-18.444599254875357	-2.8416349260152063e-11	-2.8416347317216186e-11	1.9429358770788772e-18	true
262	6744	2.4074488602927886	6.5850664833560586	11.40034413759895	6.7247387185661864	-18.444509159683548	-2.8419090178808313e-11	-2.8419088680254683e-11	1.4985536303284091e-18	true
263	6744	2.4074502461007796	6.5850678461720236	11.400343762400553	6.7247382983168791	-18.444576998384946	-2.8415951893542404e-11	-2.8415950300907445e-11	1.5926349592328626e-18	true
264	6744	2.4074457555543631	6.5850639613345265	11.400253692980186	6.7246373799653156	-18.444667103183747	-2.8413210749452215e-11	-2.8413209078968868e-11	1.6704833468297547e-18	true
265	6744	2.4074471392086707	6.585065322346054	11.400253313879148	6.724636955216738	-18.444734952777253	-2.8410072396302743e-11	-2.841007101381202e-11	1.3824907230466147e-18	true
266	6744	2.4074516309192404	6.5850692081730813	11.40034338604346	6.7247378767115151	-18.444644842687012	-2.8412813582932085e-11	-2.841281209465904e-11	1.4882730451658622e-18	true
267	6744	2.4074530159705319	6.5850705702905543	11.400342993975755	6.7247374377229789	-18.444712682638055	-2.8409675676464943e-11	-2.8409674061501128e-11	1.6149638145269823e-18	true
268	6744	2.4074547358904965	6.5850717305438593	11.40043381997657	6.7248392040100953	-18.444486898479227	-2.8418693078106544e-11	-2.8418691628919593e-11	1.4491869517651417e-18	true
269	6744	2.4074561219895259	6.5850730936508626	11.400433445727685	6.7248387840600117	-18.444554735999191	-2.8415554863547501e-11	-2.8415553281571549e-11	1.5819759518647698e-18	true
270	6744	2.4074606120702811	6.5850769784883596	11.400523497262839	6.7249396822753624	-18.444464636570956	-2.841829608339555e-11	-2.8418294574557099e-11	1.5088384515604211e-18	true
271	6744	2.4074619979364797	6.5850783413043246	11.400523127361339	6.7249392684198028	-18.444532476154563	-2.8415157800822583e-11	-2.841515625920855e-11	1.5416140325355886e-18	true
272	6744	2.4074575073900633	6.5850744560593739	11.400433065502511	6.7248383586766067	-18.444622576580514	-2.8412416737029908e-11	-2.8412415107322361e-11	1.6297075463886128e-18	true
273	6744	2.407458892383147	6.585075818176847	11.400432676798118	6.7248379230150022	-18.444690417345555	-2.8409278818012917e-11	-2.8409277106163689e-11	1.7118492275468537e-18	true
274	6744	2.4074633835116401	6.5850797039456666	11.400522748939693	6.7249388439995528	-18.444600316072865	-2.8412019723318223e-11	-2.8412018116958883e-11	1.6063593396235379e-18	true
275	6744	2.4074647680972703	6.5850810657721013	11.400522367873236	6.7249384173928775	-18.444668160578658	-2.8408881659456821e-11	-2.8408880147799758e-11	1.511657063035347e-18	true
276	6744	2.4074664891231805	6.5850822273641825	11.400613162334594	6.7250401472483645	-18.44444237073003	-2.8417899347918663e-11	-2.8417897517167247e-11	1.8307514161253651e-18	true
277	6744	2.407467873650603	6.5850835891324095	11.40061281195176	6.7250397548714318	-18.444510220885604	-2.8414760610491662e-11	-2.8414759233818503e-11	1.376673158567355e-18	true
278	6744	2.4074723639641888	6.5850874745519832	11.400702852281938	6.7251406408649927	-18.444420123559212	-2.8417501848897583e-11	-2.8417500456750095e-11	1.3921474880115002e-18	true
279	6744	2.4074737494811416	6.5850888372515328	11.400702493606332	6.7251402388292263	-18.444487967426539	-2.8414363419201971e-11	-2.8414362205401457e-11	1.213800514011491e-18	true
280	6744	2.40746925980784	6.5850849522394128	11.400612428780732	6.7250393258091208	-18.444578056714818	-2.841162273580372e-11	-2.8411621123568664e-11	1.6122350555460949e-18	true
281	6744	2.4074706444516778	6.5850863140658475	11.400612050661039	6.7250389022538002	-18.44464590149073	-2.8408484677974555e-11	-2.8408483186409386e-11	1.4915651690738607e-18	true
282	6744	2.4074751362786628	6.585090200882405	11.40070210706017	6.7251398052303557	-18.444555799587761	-2.8411225729897757e-11	-2.8411224127151746e-11	1.6027460111439274e-18	true
283	6744	2.4074765203986317	6.5850915623013861	11.400701737472446	6.725139391472112	-18.444623648335437	-2.8408087513113094e-11	-2.8408086221992622e-11	1.2911204721374552e-18	true
284	6744	2.4074782403185964	6.5850927233695984	11.400792524256758	6.725241113284028	-18.444397868411215	-2.8417104791427749e-11	-2.8417103393305688e-11	1.3981220617107801e-18	true
285	6744	2.4074796276399866	6.5850940875243396	11.40079214756588	6.725240690739156	-18.444465699574721	-2.8413966950555936e-11	-2.8413965173957462e-11	1.7765984734362355e-18	true
286	6744	2.4074841181281954	6.5850979735841975	11.400882178945722	6.7253415661962208	-18.444375605821733	-2.8416708147759189e-11	-2.8416706326834087e-11	1.8209251017531261e-18	true
287	6744	2.4074855029466562	6.5850993356434628	11.40088183446278	6.7253411800793401	-18.444443455488909	-2.8413569492957883e-11	-2.8413568139486575e-11	1.3534713078407394e-18	true
288	6744	2.4074810129823163	6.5850954499910586	11.400791780333748	6.7252402794083537	-18.444533542808131	-2.8410828788241475e-11	-2.8410827127708186e-11	1.6605332881765823e-18	true
289	6744	2.4074823978589848	6.5850968120503239	11.400791405840209	6.7252398597538559	-18.444601387254806	-2.8407690788275293e-11	-2.840768925454952e-11	1.5337257732579929e-18	true
290	6744	2.4074868902680464	6.5851006996817887	11.400881447211759	6.7253407464377233	-18.444511284878899	-2.8410431969599121e-11	-2.8410430125238038e-11	1.8443610833671854e-18	true
291	6744	2.4074882752029225	6.5851020618574694	11.400881074113386	6.725340328661332	-18.444579128979058	-2.840729400561339e-11	-2.8407292284080136e-11	1.7215332539290365e-18	true
292	6744	2.4074837829684839	6.5850981742260046	11.400791014497372	6.7252394216429821	-18.444669227165832	-2.8404553208022791e-11	-2.8404551554473124e-11	1.6535496672210871e-18	true
293	6744	2.4074851667974144	6.5850995354121551	11.400790626054913	6.7252389861187112	-18.444737074732075	-2.8401415506367749e-11	-2.8401414027470654e-11	1.4788970950942414e-18	true
294	6744	2.4074896594975144	6.5851034233928658	11.400880696975946	6.7253399055989576	-18.444646976318836	-2.8404156116982721e-11	-2.8404154616004524e-11	1.5009781968702043e-18	true
295	6744	2.4074910443159752	6.5851047854521312	11.400880299072014	6.7253394598028535	-18.444714817197564	-2.840101874197592e-11	-2.8401017121002861e-11	1.6209730587261555e-18	true
296	6744	2.4074899939005263	6.5851032222853974	11.40097185634022	6.7254420451099577	-18.444353360130663	-2.8416310814312745e-11	-2.8416309257335342e-11	1.556977403455378e-18	true
297	6744	2.4074913798249327	6.5851045852759853	11.400971501338972	6.7254416472742378	-18.444421202542799	-2.8413172514780652e-11	-2.841317110198885e-11	1.4127918029128526e-18	true
298	6744	2.4074958706623875	6.5851084720925428	11.401061521202791	6.7255425093790109	-18.444331110355961	-2.8415913753540173e-11	-2.84159121848095e-11	1.5687306738386504e-18	true
299	6744	2.4074972571106628	6.585109835548792	11.401061163979648	6.7255421084710179	-18.44439894979314	-2.8412775606923284e-11	-2.8412774061464331e-11	1.5454589521996683e-18	true
300	6744	2.4074927664478309	6.5851059488486499	11.400971126053264	6.7254412263000631	-18.444489037905441	-2.841003474641964e-11	-2.8410033119741355e-11	1.6266782849696471e-18	true
301	6744	2.4074941518483683	6.5851073113735765	11.400970751150453	6.7254408063472511	-18.444556879572701	-2.8406896913137752e-11	-2.8406895310584516e-11	1.602553236055937e-18	true
302	6744	2.4074986428604461	6.585111198364757	11.401060800750201	6.7255417022370239	-18.444466791723244	-2.8409637563993076e-11	-2.8409636111218187e-11	1.4527748896773559e-18	true
303	6744	2.4075000291340984	6.5851125615881756	11.401060418854286	6.7255412742451881	-18.444534627648864	-2.8406500008571657e-11	-2.8406498334062719e-11	1.6745089376030176e-18	true
304	6744	2.4074955366668291	6.5851086733164266	11.400970369878451	6.7254403794668178	-18.444624723076231	-2.8403759213020733e-11	-2.8403757674509994e-11	1.5385107384517994e-18	true
305	6744	2.4074969211942516	6.5851100350846536	11.400969978787543	6.7254399412295243	-18.444692566515187	-2.8400621738564692e-11	-2.8400620211509442e-11	1.5270552498578718e-18	true
306	6744	2.4075014131958596	6.5851139230071567	11.401060050316119	6.7255408607734353	-18.444602477500666	-2.840336204573867e-11	-2.840336072998959e-11	1.315749080173754e-18	true
307	6744	2.4075027984217741	6.5851152852410451	11.401059654304845	6.7255404174948126	-18.444670316438533	-2.8400224788714278e-11	-2.8400223298990455e-11	1.4897238230250522e-18	true
308	6744	2.4075017477734946	6.5851137224235572	11.401151181208661	6.7256429682320231	-18.44430886074133	-2.8415516762842731e-11	-2.8415515109256622e-11	1.6535861084044791e-18	true
309	6744	2.4075031334650703	6.5851150852977298	11.401150836317356	6.7256425811401641	-18.444376706433104	-2.8412378355073402e-11	-2.8412377017913082e-11	1.3371603207499138e-18	true
310	6744	2.4075076254666783	6.5851189734530635	11.401240834288728	6.7257434191224093	-18.444286610371819	-2.841511989066331e-11	-2.8415118030676755e-11	1.8599865542188805e-18	true
311	6744	2.4075090110418387	6.5851203362108208	11.401240493012665	6.7257430365389155	-18.444354456853944	-2.8411981463106034e-11	-2.8411979971335146e-11	1.4917708882459678e-18	true
312	6744	2.4075045202043839	6.5851164488703944	11.401150465304454	6.7256421656675229	-18.444444542015844	-2.8409240617167891e-11	-2.8409239099668584e-11	1.517499307223664e-18	true
313	6744	2.4075059067108668	6.5851178123266436	11.401150083911489	6.7256417380476705	-18.444512377095634	-2.8406103124032374e-11	-2.8406101354514792e-11	1.7695175812105828e-18	true
314	6744	2.407510397664737	6.5851216997834854	11.401240126873745	6.7257426258875057	-18.444422293962816	-2.8408843678222797e-11	-2.8408842085092605e-11	1.5931301916193633e-18	true
315	6744	2.407511783123482	6.585123062308412	11.401239759972668	6.7257422153588777	-18.444490136438617	-2.8405705864466616e-11	-2.8405704371940793e-11	1.4925258230330674e-18	true
316	6744	2.4075072910054587	6.5851191739202477	11.401149715234169	6.7256413249560865	-18.44458022555591	-2.8402965241196373e-11	-2.8402963782443361e-11	1.4587530112059819e-18	true
317	6744	2.4075086759985425	6.5851205360377207	11.401149323864956	6.7256408871699023	-18.444648066352784	-2.8399827924572506e-11	-2.8399826383445948e-11	1.5411265581985049e-18	true
318	6744	2.4075131682911888	6.5851244246587157	11.401239385192639	6.7257417948267175	-18.444557980071295	-2.8402568226815563e-11	-2.8402566831871361e-11	1.3949442018184133e-18	true
319	6744	2.4075145542738028	6.585125787591096	11.401238985630698	6.7257413473498673	-18.444625814645406	-2.8399431215684768e-11	-2.8399429464875973e-11	1.7508087946255963e-18	true
320	6744	2.4075135012972169	6.5851242232020013	11.401330508752835	6.7258438933495199	-18.444264375571038	-2.8414722387078751e-11	-2.8414720949069953e-11	1.4380087980897923e-18	true
321	6744	2.4075148876872845	6.5851255866000429	11.401330160788348	6.7258435038575044	-18.444332217038209	-2.8411584209007553e-11	-2.8411582921730582e-11	1.287276970958879e-18	true
322	6744	2.4075193786993623	6.5851294744061306	11.401420162746945	6.7259443458242458	-18.444242132022737	-2.8414325358931922e-11	-2.8414323864436275e-11	1.4944956470331116e-18	true
323	6744	2.4075207665446214	6.5851308390847407	11.401419801714837	6.7259439406307138	-18.444309963779233	-2.8411187638523435e-11	-2.8411185869099442e-11	1.7694239934790907e-18	true
324	6744	2.4075162747758441	6.5851269505219534	11.401329791714488	6.7258430905176283	-18.444400050896547	-2.8408446585084832e-11	-2.8408445067490302e-11	1.5175945299293357e-18	true
325	6744	2.407517661107704	6.5851283138617873	11.401329418651585	6.72584267188995	-18.444467888389227	-2.8405309025056055e-11	-2.8405307386340771e-11	1.6387152847653738e-18	true
326	6744	2.4075221529928967	6.58513220254099	11.401419442810038	6.7259435385358302	-18.444377803321004	-2.840804979259876e-11	-2.8408048046861726e-11	1.7457370336349555e-18	true
327	6744	2.4075235385098495	6.5851335651241243	11.401419082658322	6.7259431349420993	-18.444445647225621	-2.8404911957723085e-11	-2.8404910397714782e-11	1.5600083030796974e-18	true
328	6744	2.4075190456933342	6.5851296756882221	11.401329052771871	6.7258422620234342	-18.444535736332909	-2.8402171212383873e-11	-2.8402169878273648e-11	1.3341102247192695e-18	true
329	6744	2.4075204315595329	6.5851310385623947	11.401328657009799	6.7258418192541285	-18.444603571745574	-2.8399034178293551e-11	-2.8399032543280588e-11	1.63501296328408e-18	true
330	6744	2.4075249240850098	6.5851349278236739	11.401418707614539	6.7259427148819668	-18.444513488295343	-2.8401774475482267e-11	-2.8401772921650269e-11	1.5538319974773568e-18	true
331	6744	2.4075263096601702	6.5851362904650159	11.401418320114317	6.7259422806046132	-18.444581327222295	-2.8398637304199365e-11	-2.8398635618659845e-11	1.6855395203183829e-18	true
