sample	kpc_before_rc	kpc_after_rc	kpc_before_cpu	kpc_after_cpu	kpc_accepted	thread_before_rc	thread_after_rc	thread_cycles_delta	thread_instructions_delta	absolute_time_delta	uptime_raw_delta
908	-1	-1	-1	-1	0	88	88	1337	4612	3	125
909	-1	-1	-1	-1	0	88	88	1342	4612	3	125
910	-1	-1	-1	-1	0	88	88	1361	4611	3	83
911	-1	-1	-1	-1	0	88	88	1349	4611	3	83
912	-1	-1	-1	-1	0	88	88	1334	4612	3	83
913	-1	-1	-1	-1	0	88	88	1633	4620	2	83
914	-1	-1	-1	-1	0	88	88	1367	4611	3	125
915	-1	-1	-1	-1	0	88	88	1329	4612	3	125
916	-1	-1	-1	-1	0	88	88	1341	4612	3	83
917	-1	-1	-1	-1	0	88	88	1359	4611	2	83
918	-1	-1	-1	-1	0	88	88	1521	4612	3	83
919	-1	-1	-1	-1	0	88	88	1328	4612	2	83
920	-1	-1	-1	-1	0	88	88	1330	4612	3	125
921	-1	-1	-1	-1	0	88	88	1332	4612	2	83
922	-1	-1	-1	-1	0	88	88	1321	4612	3	125
923	-1	-1	-1	-1	0	88	88	1360	4611	2	83
924	-1	-1	-1	-1	0	88	88	1443	4612	2	83
925	-1	-1	-1	-1	0	88	88	1332	4612	3	125
926	-1	-1	-1	-1	0	88	88	1492	4611	3	83
927	-1	-1	-1	-1	0	88	88	1359	4611	3	84
928	-1	-1	-1	-1	0	88	88	1331	4612	3	83
929	-1	-1	-1	-1	0	88	88	1349	4612	3	125
930	-1	-1	-1	-1	0	88	88	1327	4612	3	125
931	-1	-1	-1	-1	0	88	88	1338	4612	3	83
932	-1	-1	-1	-1	0	88	88	1333	4612	3	83
933	-1	-1	-1	-1	0	88	88	1356	4611	3	83
934	-1	-1	-1	-1	0	88	88	1359	4611	3	83
935	-1	-1	-1	-1	0	88	88	1331	4612	3	83
936	-1	-1	-1	-1	0	88	88	1340	4612	3	125
937	-1	-1	-1	-1	0	88	88	1350	4611	3	83
938	-1	-1	-1	-1	0	88	88	1354	4611	3	83
939	-1	-1	-1	-1	0	88	88	1427	4612	2	84
940	-1	-1	-1	-1	0	88	88	1321	4612	3	125
941	-1	-1	-1	-1	0	88	88	2118	4611	3	125
942	-1	-1	-1	-1	0	88	88	1337	4612	3	83
943	-1	-1	-1	-1	0	88	88	1331	4612	3	125
944	-1	-1	-1	-1	0	88	88	1336	4612	3	125
945	-1	-1	-1	-1	0	88	88	1329	4612	2	83
946	-1	-1	-1	-1	0	88	88	1351	4611	3	125
947	-1	-1	-1	-1	0	88	88	1361	4611	3	125
948	-1	-1	-1	-1	0	88	88	1332	4612	3	125
949	-1	-1	-1	-1	0	88	88	1331	4612	2	83
950	-1	-1	-1	-1	0	88	88	1503	4611	3	125
951	-1	-1	-1	-1	0	88	88	1353	4611	2	83
952	-1	-1	-1	-1	0	88	88	1449	4612	2	84
953	-1	-1	-1	-1	0	88	88	1323	4612	2	83
954	-1	-1	-1	-1	0	88	88	1334	4612	3	125
955	-1	-1	-1	-1	0	88	88	1354	4611	3	83
956	-1	-1	-1	-1	0	88	88	1355	4611	3	84
957	-1	-1	-1	-1	0	88	88	1333	4612	3	83
958	-1	-1	-1	-1	0	88	88	1335	4612	2	84
959	-1	-1	-1	-1	0	88	88	1360	4611	3	125
960	-1	-1	-1	-1	0	88	88	1356	4611	3	125
961	-1	-1	-1	-1	0	88	88	1337	4612	2	84
962	-1	-1	-1	-1	0	88	88	1342	4612	3	125
963	-1	-1	-1	-1	0	88	88	1336	4612	3	83
964	-1	-1	-1	-1	0	88	88	1330	4612	3	83
965	-1	-1	-1	-1	0	88	88	1327	4612	2	83
966	-1	-1	-1	-1	0	88	88	1327	4612	3	125
967	-1	-1	-1	-1	0	88	88	1325	4612	3	84
968	-1	-1	-1	-1	0	88	88	1330	4612	3	125
969	-1	-1	-1	-1	0	88	88	1323	4612	2	83
970	-1	-1	-1	-1	0	88	88	1326	4612	3	125
971	-1	-1	-1	-1	0	88	88	1339	4612	3	125
972	-1	-1	-1	-1	0	88	88	1342	4612	3	125
973	-1	-1	-1	-1	0	88	88	1332	4612	3	83
974	-1	-1	-1	-1	0	88	88	1335	4612	3	125
975	-1	-1	-1	-1	0	88	88	1325	4612	3	83
976	-1	-1	-1	-1	0	88	88	1330	4612	3	125
977	-1	-1	-1	-1	0	88	88	1329	4612	3	84
978	-1	-1	-1	-1	0	88	88	1337	4612	3	83
979	-1	-1	-1	-1	0	88	88	1334	4612	2	83
980	-1	-1	-1	-1	0	88	88	1334	4612	3	125
981	-1	-1	-1	-1	0	88	88	1329	4612	3	83
982	-1	-1	-1	-1	0	88	88	1326	4612	3	125
983	-1	-1	-1	-1	0	88	88	1326	4612	3	84
984	-1	-1	-1	-1	0	88	88	1335	4612	3	83
985	-1	-1	-1	-1	0	88	88	1334	4612	3	83
986	-1	-1	-1	-1	0	88	88	1344	4612	4	84
987	-1	-1	-1	-1	0	88	88	1338	4612	3	83
988	-1	-1	-1	-1	0	88	88	1337	4612	3	83
989	-1	-1	-1	-1	0	88	88	1331	4612	3	125
990	-1	-1	-1	-1	0	88	88	1342	4612	3	125
991	-1	-1	-1	-1	0	88	88	1333	4612	3	125
992	-1	-1	-1	-1	0	88	88	1328	4612	2	83
993	-1	-1	-1	-1	0	88	88	1335	4612	3	125
994	-1	-1	-1	-1	0	88	88	1339	4612	2	83
995	-1	-1	-1	-1	0	88	88	1336	4612	3	125
996	-1	-1	-1	-1	0	88	88	1319	4612	3	84
997	-1	-1	-1	-1	0	88	88	1338	4612	3	125
998	-1	-1	-1	-1	0	88	88	1325	4612	3	83
999	-1	-1	-1	-1	0	88	88	1347	4612	3	125
1000	-1	-1	-1	-1	0	88	88	1328	4612	3	84
