STEP	TIME_START_RAW	TIME_END_RAW	STEP_RAW	STEP_BITS	CENTER_X_RAW	CENTER_Y_RAW	CENTER_W_RAW	CENTER_ELL_RAW	RADIUS_RAW	LOCAL_RADIUS_RAW	MU_RAW	MU_H_RAW	AMPLIFICATION_RAW	PICARD_ITERATIONS	CONTRACTION_RAW	BEFORE_SIGN	AFTER_SIGN	EVENT_INDEX
942	23073252863276822651443272840775055068563736223596314361856	23097772791930676873177006393209460015501636049551251996672	24519928653854221733733552434404946937899825954937634816	8	36985253997159051841241941063155674941337767772283683722937	964538933521293800384854316060856992214893440797456172800	-65598006597207435245448923690288795865112454385660166053332	-87652246610949329216181951954508509646932500485623986474207	49820830071747273558075496111407912	30	32183873891767975504626148056787051841536037264273269773885	125718257389718654314945890846824421256000145563567460055	6404087387065692897144531595749383099128292842821359008225	35	172844351963199419532879662116068224632915971418892315152	-1	-1	0
943	23097772791930676873177006393209460015501636049551251996672	23122292720584531094910739945643864962439535875506189631488	24519928653854221733733552434404946937899825954937634816	8	36964219969736934393830718283678086689997041420030585918997	964397906003351997038149749144080940250748537685527486544	-65866515690999500502545341669035066427912018765785696217079	-87681451829229270583420731778460020432479474837964576902006	50828060727847152925227424620392899	30	32163519786026228444924794051914366711114332174556900177655	125638749164164954862987476765290494965290360056862891319	6404006270903936566334112659674840895659750995760187796431	35	172761307289324321896338611110323430348557271420798770021	-1	-1	0
944	23122292720584531094910739945643864962439535875506189631488	23146812649238385316644473498078269909377435701461127266304	24519928653854221733733552434404946937899825954937634816	8	36943200767905755857805227503850338626137205951993375496011	964324690105263078894199414180287656061904521960162188207	-66133993019795894316458179956407353866033826097009138494677	-87710215340084475261323540913434550127070631301128626971186	51854987391470278121146931779596200	30	32142842955871702168608564366444747527643269247394035535907	125557980296373836596127204556424795029856520497632951313	6403923869657326623294741416743653965477269454377479755781	35	172678592230964715448065465282459945569080173953970611738	-1	-1	0
945	23146812649238385316644473498078269909377435701461127266304	23171332577892239538378207050512674856315335527416064901120	24519928653854221733733552434404946937899825954937634816	8	36922194987930846511035215207337521462444350896150671539018	964318969648892535653014726360119976151268428813160396839	-66400441042975597882543069478865844497678853170297055492652	-87738539365378828005626238894898651851153691249955333641035	52901970852877661670198286537885778	30	32121848627801799340986192991952402444970989339647720993822	125475971202350778675727316374814072050667927107998910133	6403840204203712721546806767202268853141623716142727456392	42	172596367636562681540546283925256652046390469987452958062	-1	-1	0
946	23171332577892239538378207050512674856315335527416064901120	23195852506546093760111940602947079803253235353371002535936	24519928653854221733733552434404946937899825954937634816	8	36901201235910095677307527314989733499002939300181556346245	964380442576953488716761013991776403599662978286642732032	-66665862220903082407455446765715989041546447762801303416554	-87766426126428337857958828168436798975375012242185642715289	53969379901622711127616314800829835	29	32100600139686383832770458987837407822743615967365360571507	125392969295649936846759605421239874307592249872520939733	6403755526998312739671854297047632440335630914156928092386	36	172514554486928457300115625068894350111723402687911239323	-1	-1	0
947	23195852506546093760111940602947079803253235353371002535936	23220372435199947981845674155381484750191135179325940170752	24519928653854221733733552434404946937899825954937634816	8	36880218127494473451030746084352864709157231426702930117009	964508820748536681212205309112321335437423840756096408594	-66930259014578129195581177418588146499394953790655564572537	-87793877844016454190292499368108411785382127226516940250045	55057596350683397572072057780542182	30	32079299023025328233724046061785630192356976132198411367111	125309761808692688412984554928850117938894438016400044403	6403670641187093371442441420057340241315838035566415734797	35	172433054613860832820736403915777350985445057677218931919	-1	-1	0
948	23220372435199947981845674155381484750191135179325940170752	23244892363853802203579407707815889697129035005280877805568	24519928653854221733733552434404946937899825954937634816	8	36859244287613892404382610233778772271184702570333753675602	964703829740068570721453713127293267909080131182796115130	-67193633885293315754146947980659239743764492464709812850653	-87820896738410352361016096417196094902695602756090783453720	56166999290492349202496082876238728	30	32057674023751790044970049884844731107441130680830395029147	125225289155280429863164257362674730888441916721993730583	6403584465841574979956628182273527633081185558837993818681	36	172351856559178240834279910068538433286107375258529381514	-1	-1	0
949	23244892363853802203579407707815889697129035005280877805568	23269412292507656425313141260250294644066934831235815440384	24519928653854221733733552434404946937899825954937634816	8	36838278350208304464622962871077157677135511388549438790875	964965208651562084447762381683899078517614851655558806114	-67455989294298984170244587204026924408336331183316339162930	-87847485029378174474542690555987656503663312300198258218579	57297973917543639626781658595415011	30	32035725138913549550775678670613417860820102916478294234336	125139551323881052932717494807083663518828527017493336853	6403497001002084242170940111058172518580249274877947518483	35	172270953933701370065471416823133128707853409955807658858	-1	-1	0
950	23269412292507656425313141260250294644066934831235815440384	23293932221161510647046874812684699591004834657190753075200	24519928653854221733733552434404946937899825954937634816	8	36817318957963931164001164524020083475815129679812510013793	965292709918027840309433591527848695669330015736251376003	-67717327702475513071431861408945317889920385763453413028292	-87873644936207210971084328183511012029717382368335562704281	58450911608074229801829936325068344	30	32013452306950494042384494750976536521470783845784480952387	125052548074025367353064432621002095786995249397595628721	6403408246476183765828126809996325670167370753686429719119	35	172190340435511473978009123649306345541164406920322199036	-1	-1	0
951	23293932221161510647046874812684699591004834657190753075200	23318452149815364868780608365119104537942734483145690710016	24519928653854221733733552434404946937899825954937634816	8	36796364762054528421494762489519013282035665986662535064239	965686099125916786878109113266621920994820161111840771104	-67977651570012719407351837309019557058544609876377166309668	-87899378677723008999044177564394124742439650342859989239946	59626209991823221870433040349916855	30	31990855408373791962454347272325857417932876606310467245858	124964278938960124853337294032522880538800299243400262680	6403318201841394849769095746400597388582633814606852493559	35	172110009848203639038005878197548879337447395619891700050	-1	-1	0
952	23318452149815364868780608365119104537942734483145690710016	23342972078469219090514341917553509484880634309100628344832	24519928653854221733733552434404946937899825954937634816	8	36775414421887589916009616166498547366438204385197030634520	966145154834468272464352977453804931314885108113917463875	-68236963356096221087030549197135199591899276542263049368401	-87924688472309393739474567038329157701375573903049935651698	60824273025835155115783669718858733	31	31967934266424944487104574680921223591478373804906694411865	124874743228222439402752244847348529654212397675416775047	6403226866447840534471210182631866225406591515617602386687	35	172029956039178863502893073003496714163644751488169940749	-1	-1	0
953	23342972078469219090514341917553509484880634309100628344832	23367492007123073312248075469987914431818534135055565979648	24519928653854221733733552434404946937899825954937634816	8	36754466604855395956110657684761479330583898079566073579492	966669668401840521253541763359817678046039629929683779456	-68495265518600596179130604368735945176234768371415556295621	-87949576537929389060346394735445606644608332913422729711049	62045511068272168917319785561393122	30	31944688647715248553688216225343046695880059572207020169559	124783940030137689662844594630246276155781482703933672538	6403134239420811067860364934698615294437400065684325615904	35	171950172957974091877707402989284015308549766155738505666	-1	-1	0
954	23367492007123073312248075469987914431818534135055565979648	23392011935776927533981809022422319378756433961010503614464	24519928653854221733733552434404946937899825954937634816	8	36733519986090817543272823398956117539268861183582189936116	967259443815903374404035816482555170191670656952900072222	-68752560513789178934297784158542849316305533037077902305354	-87974045092147024078075115784533326981211814802689914274715	63290340952198415632085718340163832	30	31921118262846193349843321141504169548452789874192286742960	124691868214242942772825473209000662298643710446063620090	6403040319663253864131783320983844096809233404425279442950	35	171870654634629372531765084183171394764192995853468474182	-1	-1	0
955	23392011935776927533981809022422319378756433961010503614464	23416531864430781755715542574856724325694333786965441249280	24519928653854221733733552434404946937899825954937634816	8	36712573248227788065454733329911205767480409517658093197629	967914297529575948578663661654675623564543561118206739511	-69008850796020337323562793792094914507703575123296397508672	-87998096352150012394951517601096641910341134550987256339129	64559186059298627234009485037428944	30	31897222767011300671253024059064423853889886438688994260014	124598526433637893247082125230720405679257368901128883829	6402945105858189987514046428398131398867718472169214633758	35	171791395178091327777365097091327979457675595235447323175	-1	-1	0
956	23416531864430781755715542574856724325694333786965441249280	23441051793084635977449276127291129272632233612920378884096	24519928653854221733733552434404946937899825954937634816	8	36691625081166357746889993664241266450851569331765843244345	968634058300594575577972870587378297703419988274246599089	-69264138817460081108161735631323595128081795790166807409670	-88021732534773290963927950549311050304770690919956369750001	65852476393491222820878620527129083	30	31873001760579908322561802377229552416506681794538547775754	124503913127265266885007040536052939126979225759916202250	6402848596471059148586292663159784400903348982626748594751	35	171712388774652146992011870760421780105904961158869982434	-1	-1	0
957	23441051793084635977449276127291129272632233612920378884096	23465571721738490199183009679725534219570133438875316518912	24519928653854221733733552434404946937899825954937634816	8	36670674181842248619724186129630743740322905626681858394954	969418567035599016615734193552303767686310083203092592164	-69518427027800853667617302593538109672635521934853013757894	-88044955856523405706704507186442735349901562032340252163828	67170648654394789259199676909043504	30	31848454789663384869000524426638104884756980687679036725414	124408026522122597144533298541555097206081955811246237209	6402750789751995157874543506394020299860502496446707273105	35	171633629686423334130067915618758918408837309770930097643	-1	-1	0
958	23465571721738490199183009679725534219570133438875316518912	23490091650392344420916743232159939166508033264830254153728	24519928653854221733733552434404946937899825954937634816	8	36649719254000830374836221994324222514588491801851810290922	970267676638427495309094059628798188289440321994015294475	-69771717873986364917872206950457678035689099888334600741547	-88067768533603731177332607164927440029052520100067037626510	68514146310605173808111958853869556	30	31823581346664253536645918186236520245712496434289113397174	124310864635407240377523117914986407209814439196441849208	6402651683738033739975344708453004931235163696301900231380	35	171555112249843461231801302483344711029063127142536013622	-1	-1	0
959	23490091650392344420916743232159939166508033264830254153728	23514611579046198642650476784594344113445933090785191788544	24519928653854221733733552434404946937899825954937634816	8	36628759007975439994182083699421199286108666403154357488380	971181251862513566582857230308938421713692321494218639080	-70024013799942326652977774881625603930685462604784878730318	-88090172781940511721689273155803267017748710205334934038352	69883419672738795087687443142802527	30	31798380870808692898291162781533464179269724889196120737899	124212425276596456633949854615365094450272362848422346633	6402551276255254571349858250930031643179919703567879449371	35	171476830874219199310251719968831530570756657980833350404	-1	-1	0
960	23514611579046198642650476784594344113445933090785191788544	23539131507700052864384210337028749060383832916740129423360	24519928653854221733733552434404946937899825954937634816	8	36607792160469970566573032964148465026089616141646824313604	972159169167280236296028907178655798818110457060752314730	-70275317246312955545504629861764321513701446660501408693592	-88112170817209711733253864315276005205406148381190386410281	71278925966196106793294743709996427	30	31772852748662872161268216848869912585396316945903384810158	124112706049464344379953972065898096036704363069935096915	6402449564920859366166550677106978858892877856777232619338	36	171398780040298917291682905670375314615593465158017806720	-1	-1	0
961	23539131507700052864384210337028749060383832916740129423360	23563651436353907086117943889463154007321732742695067058176	24519928653854221733733552434404946937899825954937634816	8	36586817434345657144209711892432994784198052461597504263815	973201316578429070327458222886380223161670860453086898094	-70525630650203112845552587888899949541668248807926011721241	-88133764854864662747716120819675790579911462675697027336737	72701129403597436683103535619959461	30	31746996314633569385093316102286352183725409650366586420532	124011704354037380410520766024556063217677381446744478206	6402346547145187797113883885407249986017833320665763686510	35	171320954298878158515813639889050986445810787907141619513	-1	-1	0
962	23563651436353907086117943889463154007321732742695067058176	23588171365007761307851677441897558954259632568650004692992	24519928653854221733733552434404946937899825954937634816	8	36565833558411989909773339815096804376460759863952515033554	974307593552024283897875766416447659558626139233204422275	-70774956444925953528992838449172736372055103891318290669532	-88154957110164495253132284316540015696809737975252655184792	74150501256841671176491044087390200	30	31720810851453511792572856985252884228095382806107053232127	123909417388490280439737722598644079015997589086355676688	6402242220133673001924926472622451382851838745503561264719	35	171243348269436322679437442076157341232591541206642480806	-1	-1	0
963	23588171365007761307851677441897558954259632568650004692992	23612691293661615529585410994331963901197532394604942327808	24519928653854221733733552434404946937899825954937634816	8	36544839267221687294635080410440081400903261114378040832641	975477910842273983803697380576819626570838983782445609805	-71023297059755961265285509537932849863587937543653561451573	-88175749798203343218693378262520511586102491358994931249297	75627519928736463014253880211218065	30	31694295590651868490284405886497476103780274139612280965395	123805842150983861290173460494130766030391695857860472522	6402136580888738391423364226794637403928902503356602817296	35	171165956638803899043087883686242027031600755905988599163	-1	-1	0
964	23612691293661615529585410994331963901197532394604942327808	23637211222315469751319144546766368848135432220559879962624	24519928653854221733733552434404946937899825954937634816	8	36523833300869664018968812777455514368120452288787208147003	976712190372912849694833287111674606697606735473764146467	-71270654919687249106699681766139461905426436152935943129731	-88196145133940309463741505701195454269816108928545545238099	77132671024146805486867481511599670	30	31667449713010317375617047273150924661912737744308343794022	123700975441446552248504090910745799460596631813704467946	6402029626211637441185570648446210630974826285607217184496	35	171088774159859614226443325342723250807108241717668398556	-1	-1	0
965	23637211222315469751319144546766368848135432220559879962624	23661731150969323973052878099200773795073332046514817597440	24519928653854221733733552434404946937899825954937634816	8	36502814404795931315399713935576262615906369626789377311751	978010365112092587201870766791306933959438335676020594742	-71517032445197009246754913289980114594051735399685114015862	-88216145332230180099527856858477705508433973381461533491826	78666447420606941398585404456063278	30	31640272349005099770495109138398655190550925841868720714704	123594813863301170978496520071869746838089554069799690292	6401921352704238116387532350577812608791553876407122784319	35	171011795650256875005283304746592795216334532793422833926	-1	-1	0
966	23661731150969323973052878099200773795073332046514817597440	23686251079623178194786611651635178742011231872469755232256	24519928653854221733733552434404946937899825954937634816	8	36481781329592368850424537186366615841140126783244967927501	979372378950688467222229335131670184578379407063638096528	-71762432052013998558854251696113977177008408388214335972042	-88235752607854876379408277746086927441759655151925633025096	80229349338338657892988608090819925	30	31612762579235468379390832100779620562843155486397274419725	123487353825138548356995437893670392823606076118739353203	6401811756770753548040576927874961074384866048605628322589	35	170935015991178903201834382011616742437338041803419413552	-1	-1	0
967	23686251079623178194786611651635178742011231872469755232256	23710771008277032416520345204069583688949131698424692867072	24519928653854221733733552434404946937899825954937634816	8	36460732830813310073307138497301511839618044074068682233516	980798186583932183583467205306196368659666704652432772489	-72006856150891949908958720652561029440180273786552246873897	-88254969175555632388773747320127363320678607100281257255443	81821884409617059237620949694579783	31	31584919434838926514313871887279663925281173705136586066427	123378591542339556696538562059686187208129584785689789322	6401700834619420548588807107634827541586195725549591761096	36	170858430126121976041840036322559521960748708099260304630	-1	-1	0
968	23710771008277032416520345204069583688949131698424692867072	23735290936930886638254078756503988635887031524379630501888	24519928653854221733733552434404946937899825954937634816	8	36439667668789884901567196691499647538277543789353826025610	982287753396283117147543227265699283665128081169574311675	-72250307147387802441254255096196851213116287382356386084655	-88273797250065887094065802974603826801071064573164947215354	83444567747422908399316770305227239	30	31556741897893649155390293402552356673760722302065949551785	123268523038647067013243333603720143256877821492445115437	6401588582264127525717387582906463254523382620188213909345	35	170782033059706201245963862253453544884236519727568231863	-1	-1	0
969	23735290936930886638254078756503988635887031524379630501888	23759810865584740859987812308938393582824931350334568136704	24519928653854221733733552434404946937899825954937634816	8	36418584608448065796598432471007014114097580494530982790538	983841055349451889695690240087448222206584785438478440457	-72492787441644647165499914961926206915937562487619729933859	-88292239046144879350779638567456576140102115741129732925480	85097922013318584517254872534941437	30	31528228901808469315829981223053004632487885309689049532685	123157144147689333264960864152550799345655801990972849738	6401474995525993325178521524457672023447100345646380475627	35	170705819856513271640241340351811444545650930570192908670	-1	-1	0
970	23759810865584740859987812308938393582824931350334568136704	23784330794238595081721545861372798529762831176289505771520	24519928653854221733733552434404946937899825954937634816	8	36397482419130365393406964420734510800776595448001700678300	985458078873491827094329054419718948335250918124004492458	-72734299428179287231463089094723467237530192730042894650822	-88310296778611934543456102607255166235459857527102951859078	86782477484482617011014598054558223	30	31499379331700806348120491858577221889657346122135063938891	123044450514456274797345671322567273006474008289590093512	6401360070034898506455913431118399567620902215417404207669	35	170629785639950659220037444778448473443173918504527569862	-1	-1	0
971	23784330794238595081721545861372798529762831176289505771520	23808850722892449303455279413807203476700731002244443406336	24519928653854221733733552434404946937899825954937634816	8	36376359874421135925957593158863904591254137118677632799820	987138820760875629705380346607474149689435116864159036499	-72974845495674315261813883394332190676784427683259684773546	-88327972662381431596351096014768580849228645070011136216143	88498772119835627895292510149076935	30	31470192024762906257935839843976191929887992970531269267364	122930437596730102570061874390531999726124972541137770576	6401243801230970529134204922480258221261019071972537888995	35	170553925591141723393905220046711937324496006674782438282	-1	-1	0
972	23808850722892449303455279413807203476700731002244443406336	23833370651546303525189012966241608423638630828199381041152	24519928653854221733733552434404946937899825954937634816	8	36355215751975422735137534514276939746513109317127640928345	988883288063476170150202724693905703090214551844466022972	-73214428026774613032268050409449667572156993204791276074272	-88345268912498439151787072430168360665142072906588015003999	90247351625188341798977559970715577	30	31440665770616757777431222418934621831659919314978995780951	122815100666471710068090712573963366529921559824136702270	6401126184366024302893372505644575754213440144326839006520	35	170478234947841222577193694813059302995848461518882105911	-1	-1	0
973	23833370651546303525189012966241608423638630828199381041152	23857890580200157746922746518676013370576530654154318675968	24519928653854221733733552434404946937899825954937634816	8	36334048833351326160850171958767135137955803645996446387488	990691497992371905710551514265622976921699343238882373689	-73453049397888181638769256016162223748385015871380918202807	-88362187744175009764173948077581077602800024190777455884328	92028769517340108131971853167927482	30	31410799311658041884387062375392531336198416448826398808963	122698434811164226110886962403877075532025064253228120348	6401007214504959530086075379001125153276040650175101129797	35	170402709003375732409305378438768759695955428506037402604	-1	-1	0
974	23857890580200157746922746518676013370576530654154318675968	23882410508854011968656480071110418317514430480109256310784	24519928653854221733733552434404946937899825954937634816	8	36312857903845828104167572984702343792167663731256772947015	992563477820398906163332596052250020560222790047792190617	-73690711978991213078155239068265390009706221132676316187514	-88378731372827121001370597740083175172021201806209966296941	93843587187054121779326067192763612	31	31380591343389466632297966560531493269081684786482305785951	122580434935115104032413931877076145582350331197196506977	6400886886527116246855704048752409293846439700227556818830	35	170327343105608487642005372253356223792626286795784152651	-1	-1	0
975	23882410508854011968656480071110418317514430480109256310784	23906930437507866190390213623544823264452330306064193945600	24519928653854221733733552434404946937899825954937634816	8	36291641752334041500706757943738973263919716260632163430666	994499264787372958975996163200170492267585026785768394252	-73927418133437316893062868058363076640646483593422273840630	-88394902014112252381475600643363022605651666236322393852909	95692373960833227645078369620749553	30	31350040514743833573351473066439584989182811762982232277618	122461095760718099895904191665779628863995358449149344835	6400765195127589946692238116462518872842516742368300106330	35	170252132655928178197759253734189157645155622347922742393	-1	-1	0
976	23906930437507866190390213623544823264452330306064193945600	23931450366161720412123947175979228211390230132019131580416	24519928653854221733733552434404946937899825954937634816	8	36270399171111842873333180934692365732397979098531233132949	996498906007906623781197586455622129680747848585849563837	-74163170217770818195736719655216320347021260043452130472265	-88410701883967587102316935258668531683830593045939517909167	97575707161417850381626234691657744	30	31319145428397176705827351282457254777033247622482309658740	122340411829676471507138090947098651472786123525321522105	6400642134818507649180350619152202738265572090347511930089	35	170177073108261243035125094370454239161178334479044977825	-1	-1	0
977	23931450366161720412123947175979228211390230132019131580416	23955970294815574633857680728413633158328129957974069215232	24519928653854221733733552434404946937899825954937634816	8	36249128955741850031793024638449771231322616772389505427703	998562458381747468116387362275199283605899186300217413672	-74397970581544045990796934034641173647041958813079842000451	-88426133198648827542882504503852531331718672348514657382008	99494172166925203838961512593881914	30	31287904641072309754427778457132592566182115638571398962244	122218377504188709978233509598174189711648889213169527197	6400517699930266256448400115701263378605909456340379682667	35	170102159968107218290926391418166463936981108796617963054	-1	-1	0
978	23955970294815574633857680728413633158328129957974069215232	23980490223469428855591414280848038105266029783929006850048	24519928653854221733733552434404946937899825954937634816	8	36227829904902708859766523695249147184852816089520283274565	1000689988506565027739306532335117993555914840171210267079	-74631821567138533265718598323853485783129999026734064935369	-88441198174769613530722062019610996661124455896522447088721	101448362468546505319260752366541615	30	31256316663833112691211684792582145339601740635525245352843	122094986968098096450045643721024005232819299357520489660	6400391884612734520457441961599873188137757305873055933768	35	170027388791596708704251930287011121869761763871651199742	-1	-1	0
979	23980490223469428855591414280848038105266029783929006850048	24005010152123283077325147833282443052203929609883944484864	24519928653854221733733552434404946937899825954937634816	8	36206500820241654976925833336531825264472420427107772402567	1002881572593115298567429260622999650183731093228719730187	-74864725509590052811543756336672625135967744772761114973076	-88455899029341532376979517246149975762923200461382951216557	103438879726716447849695565277523865	31	31224379962369883721070599724223737471190743478739694890876	121970234228007358285432030172748974496838841713826933168	6400264682836419925756068493997315360781128616250149012724	35	169952755184571563573018713707064488635349007003193669137	-1	-1	0
980	24005010152123283077325147833282443052203929609883944484864	24029530080777137299058881385716847999141829435838882119680	24519928653854221733733552434404946937899825954937634816	8	36185140506230317885656649956953379566909448218193720087704	1005137296382712784563074082642197503255476253268958286944	-75096684736417415176899996975054004408076527580914059118798	-88470237979814709681203876550035523882551523607593619738222	105466333825666669672288517046177486	30	31192092957276078484089307667170556287326449159917102596838	121844113114359681578473858074884985497368942030926182019	6400136088393601774650127484582958309208478215891692198102	35	169878254801686850457440580127898698176429402316045682623	-1	-1	0
981	24029530080777137299058881385716847999141829435838882119680	24054050009430991520792614938151252946079729261793819754496	24519928653854221733733552434404946937899825954937634816	8	36163747770023737009922099512800172895104104611603170187084	1007457255066941297793394619995819310819481727016829246527	-75327701567454957547394251823825312080730914738445636995605	-88484217244118969901456420149884559898873362886271220187591	107531342926272404338355271637959171	30	31159454024316753962841912342220715025735686708512469419916	121716617282487320167351220086799668069280026205126833672	6400006094899431744876996172509768277044358983221116223008	35	169803883345534231533609784992460751794707608249241777459	-1	-1	0
982	24054050009430991520792614938151252946079729261793819754496	24078569938084845742526348490585657893017629087748757389312	24519928653854221733733552434404946937899825954937634816	8	36142321421322560808045149159846656683167232024415037310562	1009841553209535834506214911484612374142860874289350169753	-75557778314688654681492340687402886206179569104335227189747	-88497839040705555671498439401879976244268724296896011096071	109634533517098897595551466908315108	30	31126461494689030520955771601354002950518312133710115411491	121587740213629025472483482817789074025462156772305138327	6399874695793003173813367108176737197544676897426766085966	35	169729636565786358921663582029262625984881480988477763121	-1	-1	0
983	24078569938084845742526348490585657893017629087748757389312	24103089866738699964260082043020062839955528913703695024128	24519928653854221733733552434404946937899825954937634816	8	36120860272238401892672397601259490812836330781755515848364	1012290304670368935423330264224518662077540220309973407775	-75786917282095785324638311975849948274149492351088959434925	-88511105588589394826023507987022790377496626289469874599020	111776540463551539144772522542622388	30	31093113655274881635514732410100066380924086987331000054461	121457475215917506388729423476953384300484714794261718963	6399741884338390307965112420413772073310786364961832840322	35	169655510258361916473618586691293517329338940519369855544	-1	-1	0
984	24103089866738699964260082043020062839955528913703695024128	24127609795392554185993815595454467786893428739658632658944	24519928653854221733733552434404946937899825954937634816	8	36099363137162322820543640847800312016049560614419371443203	1014803632531475980582179217942733911470850504533761163827	-76015120765488089767117386855645546847614997966044554672523	-88524019107391904067004692543794000847623715800023641909506	113958007055030978870336167761096801	30	31059408748886557215556416939855047786769084340902168245833	121325815425338114123267253671308780417066735706649094711	6399607653625658741969815620913818084309801451782789374440	35	169581500264610946412665927820044673365921858268926723036	-1	-1	0
985	24127609795392554185993815595454467786893428739658632658944	24152129724046408407727549147888872733831328565613570293760	24519928653854221733733552434404946937899825954937634816	8	36077828832636428922589846290931537607520440521111120509877	1017381669025054869950425764616840552922033774028096534084	-76242391052358356409478537783937088932715482553751564529213	-88536581817384318169272594548089753242543702591544665596160	116179585049991778932739505262565529	30	31025344974504942917633428506604341619654116134318395906890	121192753806659933272005580103923209451773891149681234012	6399471996571848257569457925963278940088366315528571780899	35	169507602470520109875094660867042215487020312611377721639	-1	-1	0
986	24152129724046408407727549147888872733831328565613570293760	24176649652700262629461282700323277680769228391568507928576	24519928653854221733733552434404946937899825954937634816	8	36056256177228546231954539656936126281908747852129066907440	1020024555463376501668577510447923700401341860632198125885	-76468730421730377353616388188122199725172007325649539125494	-88548795939531533581435435766740388924529205470949263986291	118441934718800395859489636476766113	30	30990920487511154572838414545833003768669454113563476934647	121058283154340447550150056819660170971365055131107331776	6399334905921929259965347699475125934484650843937098109639	35	169433812805937540824429226322050732407019610698709369336	-1	-1	0
987	24176649652700262629461282700323277680769228391568507928576	24201169581354116851195016252757682627707128217523445563392	24519928653854221733733552434404946937899825954937634816	8	36034643991409964234393247688076207280959625740613684154417	1022732442170543381093675970405099327174776602477332493375	-76694141144012215149230121765173398594329625846024121844591	-88560663695536455229206940679565445296415699788719416914848	120745724884285491258156866436537377	30	30956133399911663723612362756780189557362781512348200576709	120922396093404936420360792018672615458448365282610158503	6399196374249733996632863227008264937729083272083562324592	36	169360127243816962991026822432968131903837735391422846528	-1	-1	0
988	24201169581354116851195016252757682627707128217523445563392	24225689510007971072928749805192087574645028043478383198208	24519928653854221733733552434404946937899825954937634816	8	36012991097436224812741359926398378773476268822578613721790	1025505488416034576751340936525768696669719469883321890193	-76918625480852724895647404082220849822271521583257271794113	-88572187307884835272129622118669275095388557544583464264478	123091632959870736874008423916563695	30	30920981780557247328925592310875385333118877694986904613820	120785085080301747378615594964356973957495615996042596148	6399056393958863732033447479282270989978317355423787643354	36	169286541799480749445302109962608190720267777528587384290	-1	-1	0
989	24225689510007971072928749805192087574645028043478383198208	24250209438661825294662483357626492521582927869433320833024	24519928653854221733733552434404946937899825954937634816	8	35991296319230940385317059298604058037443092107695536616115	1028343862349976084762547993616158877829093415662837586000	-77142185685001277929198041272184047145241749178738994425939	-88583368999890592501577137209612881067591910028751469105104	125480344985177410378157333341851532	30	30885463655356051928985393794042663489634501549266767355011	120646342403734577847599194507979154256384771676823309981	6398914957283573040699369240958289873660524923870987940343	35	169213052529901614144774472188134602294058536391661506712	-1	-1	0
990	24250209438661825294662483357626492521582927869433320833024	24274729367315679516396216910060897468520827695388258467840	24519928653854221733733552434404946937899825954937634816	8	35969558482272625847782947346144089654760714927732827297937	1031247740940076472184343425947120268801447850616981730043	-77364824000170635317676481821223097366715586719097269451738	-88594210995741600997795452058608483061497645667692497634286	127912555658981173549369194625480250	30	30849577007481059961505072213068543687845479998942663497323	120506160185472890474629188332298998780646406245869779287	6398772056289632370867164999110793864439395121872358223714	35	169139655533002634309940288769604253987969990620310271900	-1	-1	0
991	24274729367315679516396216910060897468520827695388258467840	24299249295969533738129950462495302415458727521343196102656	24519928653854221733733552434404946937899825954937634816	8	35947776413484530519643381895249682594937265023808511626569	1034217309910168442860338135786310662799442729908328007398	-77586542660902921337133697866805974845140261551913585828952	-88604715520545936586603447277946273449561190315517516267506	130388968369404485548076635833540164	30	30813319777572243486861997692217811172880357915376935231238	120364530381141576120554678485225824894063898106941153248	6398627682875170021182797104742598872447968214952198448298	35	169066346946975311787064098270532434981436091250811722484	-1	-1	0
992	24299249295969533738129950462495302415458727521343196102656	24323769224623387959863684014929707362396627347298133737472	24519928653854221733733552434404946937899825954937634816	8	35925948941127457870695630718782229355346927846987113742845	1037252763680297707669401932419277687259562671495578408135	-77807343892438649023435931426939287132899462759425314611256	-88614884800378569552223237832647957737130736032453919001395	132910295221223132019563369338323435	31	30776689863933688305342473550603714682938925859643136532579	120221444780990969942744037307045760480230179139231002081	6398481828771494663980065774406574467605524747421660213501	35	168993122949615390652697570771895278007218098319900825845	-1	-1	0
993	24323769224623387959863684014929707362396627347298133737472	24348289153277242181597417567364112309334527173253071372288	24519928653854221733733552434404946937899825954937634816	8	35904074894695562359848492764036507735446340934400340800989	1040354305308301245324507904645282537615410641765438500191	-78027229910588751772828705774633543051196978519030723493301	-88624721062328491971552015114829868477081416946056031548998	135477257060162347153761689472323880	31	30739685122725969332349418518932537232926817895286515344796	120076895010648317704489916089580223566120382403462950566	6398334485543899540228601735682358603626470413098687062172	35	168919979757676157210251082260606671857621109125504954580	-1	-1	0
994	24348289153277242181597417567364112309334527173253071372288	24372809081931096403331151119798517256272426999208009007104	24519928653854221733733552434404946937899825954937634816	8	35882153104815114259214234330868280855415676956675840022423	1043522146432817710926857865437397673101245842634454140653	-78246202921609576813218665943395217559243696131816188060414	-88634226534546267937023119655632010457547623727058655371111	138090583494054972029084265288553058	30	30702303368154056133226766104827824996537796321271245945330	119930872531851781770417055096983691392725766879965804474	6398185644592449443443978885064779611301404611918849559207	35	168846913626238957228277279730411895427044725329529951735	-1	-1	0
