STEP	TIME_START_RAW	TIME_END_RAW	STEP_RAW	STEP_BITS	CENTER_X_RAW	CENTER_Y_RAW	CENTER_W_RAW	CENTER_ELL_RAW	RADIUS_RAW	LOCAL_RADIUS_RAW	MU_RAW	MU_H_RAW	AMPLIFICATION_RAW	PICARD_ITERATIONS	CONTRACTION_RAW	BEFORE_SIGN	AFTER_SIGN	EVENT_INDEX
1580	38716967344435816117565279293925411214943825182846525374464	38741487273089670339299012846359816161881725008801463009280	24519928653854221733733552434404946937899825954937634816	8	36902913299720752080650228914947368620735425256313004142824	24980439943238416321095458583847032133260096995369149220651	-84011314374416329272159511479900904090024158300508285588491	-102457543314040337504169589087712477712167668180390914046753	8648981446782508835309395218432408818873	29	55619935349074141263559531386775020645765531108902093853750	217265372457320864310779419479589924397521605894148804117	6498170901889713188467985525609971227742333858634137377047	44	344651869366007367563880342256279622354730986072115302011	-1	-1	0
1581	38741487273089670339299012846359816161881725008801463009280	38766007201743524561032746398794221108819624834756400644096	24519928653854221733733552434404946937899825954937634816	8	37107022581694209783183856539967261069399087873054898212201	25118326459599088835753008027492009672443575698497307222273	-83654468609707293738238704950792584191258789505896735578029	-102545359076739503754531914593370184923754836386528687196369	8955491237011676167992730940172867801021	28	55962144444057776087440195577738637834116254895072873464346	218602126734600687841563263975541554039516620683878411971	6499554881806165197411857213643604100546304008169121103811	43	346558281157906368714180559537070581138625922967344622926	-1	-1	0
1582	38766007201743524561032746398794221108819624834756400644096	38790527130397378782766479951228626055757524660711338278912	24519928653854221733733552434404946937899825954937634816	8	37313384014310876710410656922396893767944682666321886864432	25257375872688765799843159148374734354655723722793059728820	-83292620937484229012681874545258785389520691625373075619640	-102633615870928980628670904767037585789743276845594980441690	9274858040847271678694958695833019343136	28	56307772138736772520076548412057080639318659972740641404251	219952234916940517656549017234597971247338515518518130486	6500952986594007528352350799508039024641259504955316076890	44	348478732612938572277246562683626813540145384178195182310	-1	-1	0
1583	38790527130397378782766479951228626055757524660711338278912	38815047059051233004500213503663031002695424486666275913728	24519928653854221733733552434404946937899825954937634816	8	37522020649089436002553843464272875829070878321441059066872	25397594996678283615838181392703263737840488054934672658681	-82925692845106693670314396186765507458131965726163944785186	-102722319255917737673534246144017255697135371330654336168235	9607700824155239407220556528350385209511	28	56656848343239642418449564153755988169037106764567625827492	221315813840779853197068609975609328785301198299092288389	6502365346270208388372522476136809414903041732377826861854	44	350413267670025944557358239633591565159714285666920003525	-1	-1	0
1584	38815047059051233004500213503663031002695424486666275913728	38839566987705087226233947056097435949633324312621213548544	24519928653854221733733552434404946937899825954937634816	8	37732955613607264181719118475273007390781613427916630571629	25538990409882783784832002939201750922675948290542780416204	-82553604564372920291978860060042966758271884332950142539515	-102811474881548841759074175869913551387202389106756180358973	9954671958686204913507058606833467611378	28	57009402807169089212561531268893608719225443110616409154550	222692979715504254736568481519115659059474387150845348260	6503792090400405718447324860512288062244859316487785589438	44	352361925317514311688290988308820893011175723487161348857	-1	-1	0
1585	38839566987705087226233947056097435949633324312621213548544	38864086916358941447967680608531840896571224138576151183360	24519928653854221733733552434404946937899825954937634816	8	37946212098644330650562711324957540025888807301990576346049	25681568437929968164175087284817967146878896942802630712039	-82176275059534172671184331667860541120741687361843729203313	-102901088489437316654586047077359200281775911317490885481401	10316459207405347975551299620254986967767	28	57365465089801585490661351113415126125946848590084025494480	224083848007037443322895902786777836429479877305015724588	6505233347980314015398115287705634341809268951760426723092	45	354324739310713287100665181850832516582640105564283410433	-1	-1	0
1586	38864086916358941447967680608531840896571224138576151183360	38888606845012795669701414160966245843509123964531088818176	24519928653854221733733552434404946937899825954937634816	8	38161813344471383950261237880800309952694568974963817004277	25825335136124476474075290670603609514449613472203153821561	-81793622015842866724443368747588145512659966333100772546175	-102991165914215467956038922114856792326003348299400976736641	10693787837899976616421412146480008468145	28	57725064528619628960872238419205216431723869564276915981188	225488533314920425628407181325020376686421365485456703052	6506689247310223063717941505320160409597524891737930088189	44	356301737876858215022792312442677105644372772063492771430	-1	-1	0
1587	38888606845012795669701414160966245843509123964531088818176	38913126773666649891435147713400650790447023790486026452992	24519928653854221733733552434404946937899825954937634816	8	38379782626240080217269979199652984862412678181191350289561	25970296270975438009667438073820007340548154137984096917203	-81405561828689706545348944193048322736395462762769279627630	-103081713084784798075487227869850545516673514951214545464066	11087422872726266667261834560684683772990	28	58088230206100955978810691375621702187855238682137334769364	226907149242581859292229263186022274171309526102098963943	6508159915862265117644014948339550446730167774297499620145	45	358292943407005581482396351658725855673388055441625812277	-1	-1	0
1588	38913126773666649891435147713400650790447023790486026452992	38937646702320504113168881265835055737384923616440964087808	24519928653854221733733552434404946937899825954937634816	8	38600143238430946590521991709075605499632882145152313780258	26116457300853155758064746224648157747389818422789829076782	-81012009593388564129697715949346648262349117604840474534441	-103172736025573562723478815220381631830489727985245478870314	11498171486207167848579827840404711800451	29	58454990914686116131657019453914261515156853603256713470363	228339808260492641139285232241852584043581459387721536994	6509645480140114302013672732003247751742389350559366226253	44	360298372134358470937381241302199129597226997533220603481	-1	-1	0
1589	38937646702320504113168881265835055737384923616440964087808	38962166630974358334902614818269460684322823442395901722624	24519928653854221733733552434404946937899825954937634816	8	38822918478313257657885657284382628134028794279806379820260	26263823355739773145986376123924434183732162568502295369557	-80612879095671488644308108629961825515274691801359494644935	-103264240857798942755359247708494199634381096286891430412697	11926885557894176351369581293937102231351	29	58825375119842869001812424130522500808658087598356406247478	229786621561886207038329781759853518783820654681079711905	6511146065530768899605670207156233653034757768794954487204	45	362318033798503692941960618958180781870034064708695666565	-1	-1	0
1590	38962166630974358334902614818269460684322823442395901722624	38986686559628212556636348370703865631260723268350839357440	24519928653854221733733552434404946937899825954937634816	8	39048131628369036956718512513910564332568980912456958155612	26412399216037653744954077791798960287074708110818611695405	-80208082802960075992294602337038784459374214290644624678181	-103356233800732723204213108336236721146422086058219792526796	12374464393660556402028820209577988984260	28	59199410921142858089302599708711704353945598033739006439385	231247698910714289411338280112155095132599992319292993904	6512661796148053772547503037677048694767025534748713615732	44	364351931295027212794874853298258929412887909456685944538	-1	-1	0
