LEAF_INDEX	LAYER	LEAF_ID	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	WORKER_RC	ELAPSED_MS	STDOUT_SHA256	STDERR_SHA256	COARSE_RETURN1_TIME	COARSE_RETURN2_TIME	FINE_RETURN1_TIME	FINE_RETURN2_TIME	COARSE_ELL	FINE_ELL	COARSE_INITIAL_NORMAL	COARSE_FINAL_NORMAL	FINE_INITIAL_NORMAL	FINE_FINAL_NORMAL	Q0_AREA	COARSE_DETERMINANT	FINE_DETERMINANT	ABSOLUTE_DETERMINANT_DELTA	C0HORECT2_LOWER	C0HORECT2_UPPER	C0RECT2_LOWER	C0RECT2_UPPER	COARSE_INSIDE_BOTH_CAPD	FINE_INSIDE_BOTH_CAPD	CENTER_REPLAY_SELF_CONSISTENT	POINTWISE_LEAF_PASS
191	D4	U07-0000000108_S08-0000000174	7	108	8	174	9f1b9763c808ea7f064c9d34d888fd9bdf53e77b1cf179282d424bb381e12417	3db6783ef3538219b53fc3222b7338893c7474234c46d186ac801fca5c39709e	bc42f0b6e85ef668928f4e40ddbffb3cdff56f83d6101d247963be7efd89d113	0	976	5aaf0eee396ae9ad55dddea5aca18efd1ad02ad11b3808006174a00d1e944391	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075204993125826902211628066652338020503520965576	6.5851340370848535296643966319152241339907050132751	2.4075205042848043801573254540926427580416202545166015625	6.585134041159333158355071446976580773480236530303955078125	-18.446320648219984166455487589022643795837924732042	-18.446320601132144146942544354517355178051480384946001556732046483012005155028937	142.71656200172070614916591839639193158602430878906	54.346228806170197162961051858417403185578486591505	142.7165620017207061491659183963919315860243087890625000	54.346228174527993055859768176849799031285534710959990970671641954504378633468955	-0.00110672328822399115894163718122121252	-2.8327532206185614929696926488244988032070464788841E-11	-2.8327533869306360427138517143792198719793804538371285702294481948085918772320631E-11	1.663120745497441590655547210687723339749530285702294481948085918772320631E-18	-0x1.f28664e5adfb4p-36	-0x1.f2295d06b464fp-36	-0x1.f28678a9ad7a7p-36	-0x1.f2294945fe7cbp-36	true	true	true	true
192	D4	U07-0000000108_S08-0000000175	7	108	8	175	01633428719205325c20d96224490eb87b839114f03d1e8f9d283c0ddd308cbf	ee72f84444d3468df1fd96380ee3a9e1cea9df96212f4603411be595dbc16782	268efe13de9750a023aefe48d3c4cac110767bfc52c12d3f10013b24148f7966	0	981	72c956d4f5a877ffd779cd629a3af62f9405fb8daa78f45ebcd497fadc710bd5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075232455701885622700864075795834651216864585876	6.5851367407302195261520338931404694449156522750854	2.4075232505421493567343560471272212453186511993408203125	6.5851367448044725479150418578910830547101795673370361328125	-18.446456386834509274623846450565916771340006425809	-18.446456339746494678091755798055070267081974733325775129341718275841023763843894	142.70430002829477591735609615784900351181073212891	54.346205720610220925965565876663574380564567449452	142.7043000282947759173560961578490035118107321289062500	54.346205088954796073495651019476680172315454579176948360646671843515194261592767	-0.00110672328822399115894163718122121252	-2.8321265832807402643420224930549048295918948852119E-11	-2.8321267495572220606871771954344843000094072546108181183975172195754581002296923E-11	1.662764817963451547023795794704175123693989181183975172195754581002296923E-18	-0x1.f26a2a52e46b7p-36	-0x1.f20d26533b29ep-36	-0x1.f26a3e168297bp-36	-0x1.f20d1292e6a19p-36	true	true	true	true
193	D4	U07-0000000109_S08-0000000163	7	109	8	163	9cfd4d075ab11fe131b859bb6f410e90a90865d48c095d923fee74d614d7a341	e5f15239edc5e47f7bd95403748fc0a80088c2d8c60bfa44825e280334f5ffe5	beb3df33ae0e8464f3ab568b91bc40712e37d57c5cfc44e10c4300245221b14d	0	974	3ea801407c1c616413e73cfdd78fdf2c96e9bea5e8c7f1d37720072e74db555c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075019261407591200652156260275660315528512001038	6.5851146936494024536346003628750622738152742385864	2.4075019311155183045214389636612395406700670719146728515625	6.585114697726013870127115268360284972004592418670654296875	-18.444783289630253128951925656178724620445947319296	-18.444783242546331820511558154790468374816872225792731866011129743750421700373373	142.85005595415543462645248741791164046370012128906	54.349939361749193958389877750992717978056921115111	142.8500559541554346264524874179116404637001212890625000	54.349938730289239225925966465887572570936343145969062476468592783828576973875892	-0.00110672328822399115894163718122121252	-2.8395714242729076846004623988982403777977272541811E-11	-2.8395715909623792482048475624996160859691825358959215651599738002279541303866606E-11	1.666894715636043851636013757081714552817148215651599738002279541303866606E-18	-0x1.f3b98a980d423p-36	-0x1.f35c586a93a98p-36	-0x1.f3b99e6073b7cp-36	-0x1.f35c44a57674fp-36	true	true	true	true
194	D4	U07-0000000109_S08-0000000164	7	109	8	164	3161332cf863be79864632a7a40900b3f651698a619415808118ca3bc9f61564	756f95f3d3b972a6257e48e652eb36483375154b7d56c46d48da8a006caaed1e	f65d2d4191807e46e57e8700e3cc290ae6b0bfb4ae724ce2fbd297633188027d	0	971	6bc498e69cffd91c45cf96e5377443bc95e98b7a74d2a0001795525d9a04d21c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075046927070583510643864144640247104689478874207	6.5851174149705909641183687597276730230078101158142	2.407504697681554999000308470158415730111300945281982421875	6.585117419046974195084853676007696776650846004486083984375	-18.444918981895393666130497077203303125865411904837	-18.444918934811295613198287900806258419402892391146061310150253797845703875795176	142.83783233792803567005962894590940393579670576172	54.349923201698513274361158398230314403001147659816	142.8378323379280356700596289459094039357967057617187500	54.349922570225140724263626611126370644767087312453698118505076807354539935569779	-0.00110672328822399115894163718122121252	-2.8389440387427186487680148287040237162758293069372E-11	-2.8389442053965736659066950610961792744403257486728781944037122456030868163275558E-11	1.666538550171386802323921555581644964417356781944037122456030868163275558E-18	-0x1.f39d47720f6aap-36	-0x1.f34019094cf6dp-36	-0x1.f39d5b2c02c29p-36	-0x1.f340055318badp-36	true	true	true	true
195	D4	U07-0000000109_S08-0000000165	7	109	8	165	c4bae485d4d5e590c1cbe3f94e0c128c3a690e83de0dd14cf2441eca08e713ec	998f1619338dc648c8e56ae2a2500a9c199171e0fb5da390104cb47f7d4f7da0	d3399ff34ce98b63332e2fcea4df534cceee2db30485b0cb73cbfea3afc4ea70	0	976	64881c97a030a6b920b63b49ecaab3db299bdc93ad63d4a5c02ca996ef885c19	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075074574708280744639310455568192992359399795532	6.5851201347237868638506697038792481180280447006226	2.407507462445062328126876849410109571181237697601318359375	6.58512013879994205500789661300586885772645473480224609375	-18.445054678273107761180513473378121669765447945427	-18.445054631188833192122143657014290447144261274742932926478516280094142010475776	142.82560524092205904957437701084009203931101484375	54.349906424516357809071778422756330450665297810527	142.8256052409220590495743770108400920393110148437500000	54.349905793029585918256604264697997829667723812155945348813053652816634120482568	-0.00110672328822399115894163718122121252	-2.8383167224271029906340153995913867339140951203765E-11	-2.8383168890453437503264266517896861099898003393830913407682754405866760513665973E-11	1.666182407596924112521982993760757052190065913407682754405866760513665973E-18	-0x1.f381050702514p-36	-0x1.f323da863403dp-36	-0x1.f38118cf5f8fcp-36	-0x1.f323c6c11fb21p-36	true	true	true	true
196	D4	U07-0000000109_S08-0000000166	7	109	8	166	2f10338da50eb4824ff5f09e4131da44a8f38f0a0d8b1d2744ec84b2620a50d4	01e1e844d6d2e5dea21e1a3062622259c6d419c17722c87fa341782f9ca2cdbf	b27824ea1337463faaaff2f2c31372c59cd5cc1eeda190929450154f2ea62f2a	0	972	1c9f4548f4893f4c4abcd33764bbe41a652916fa9afbc0378319b4398d62ed4d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075102204318215293188387704503838904201984405518	6.5851228529087683927212282242180663160979747772217	2.4075102254057935378950272564679835340939462184906005859375	6.58512285698469568284707520433585159480571746826171875	-18.445190378764980910339928409258423788427706049536	-18.445190331680530001257779794989948667789110077602471603769855676670122461116351	142.81337466313750476499673161270370477424304853516	54.349889030131231273125032872715441354658229064094	142.8133746631375047649967316127037047742430485351562500	54.349888398631077759032981027038081715189208573862423387412894154661374777768362	-0.00110672328822399115894163718122121252	-2.8376894753193848426157416310304894351680773116548E-11	-2.8376896419020138224263840951168934202587625804660315560816333899568485561425541E-11	1.665826289798106424640864039850906852688112315560816333899568485561425541E-18	-0x1.f364c36bb2d72p-36	-0x1.f3079ccbcd689p-36	-0x1.f364d7339e497p-36	-0x1.f30789072bd74p-36	true	true	true	true
197	D4	U07-0000000109_S08-0000000167	7	109	8	167	9d2b89bc55c284c9cde85f64108f619a67721441c32315b4ce3545156a89e3a7	bb0a77101c1db4073c095cf0a97458c67054a9b475f2220ef40f36aeb3bebdb5	610b6e068d7c07c4a8326eb5727e23742b49e09ef8f1f974d3f4f2c08ee566d6	0	977	aed16df5b0d0650843647ced7600c16ec792cd403c03ef9dedfd7d747a02593f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075129815897919824396744559180660871788859367371	6.5851255695253138877642840043336036615073680877686	2.40751298656350189164587760615177103318274021148681640625	6.585125573601013422575523037494349409826099872589111328125	-18.445326083372599245890909008717407742474387069334	-18.445326036287972224543730852579916432287875016107204875860891363122438419765426	142.80114060457437281632669275150024214059280683594	54.349871018471615570559963931825204249778918552958	142.8011406045743728163266927515002421405928068359375000	54.349870386958098930460789256561492183674988480304385041706340517211052603940441	-0.00110672328822399115894163718122121252	-2.8370622974128877436385898448767178540638830985510E-11	-2.8370624639599072343323579169470835703912055699646720376499600563758585693814593E-11	1.665470194906937680720703657163273224714136720376499600563758585693814593E-18	-0x1.f348829ce7679p-36	-0x1.f2eb5fdd6116dp-36	-0x1.f348966399f9fp-36	-0x1.f2eb4c19f8675p-36	true	true	true	true
198	D4	U07-0000000109_S08-0000000168	7	109	8	168	0de7b1db7cf005f97388b8056bd3d0318dbc8160f33a344d0562a6932dcfe505	df7360f35dbbfe7b748533d485b80b9b0b47022255d73610f2e938915732097b	88fbb0223c87197dea7c12246ad374381eb11403baf6914f7e991ace7da434e5	0	970	47a9113c36f4688157eab1f5a6ad5727055ebfa50d2e02044f55f0b01938dc73	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075157409444927075758968726404418703168630599976	6.5851282845732017900974852864237618632614612579346	2.4075157459179406631288866691420480492524802684783935546875	6.5851282886486737049025474988184214453212916851043701171875	-18.445461792097549588094970427929435219884272995958	-18.445461745012746603998118168125948386302536457852946774741248968136414676932652	142.78890306523266320356426042722970413836028974609	54.349852389465971558811576454438165855809871094145	142.7889030652326632035642604272297041383602897460937500	54.349851757939109145683873695820170967348475884097346422845625859012823493355539	-0.00110672328822399115894163718122121252	-2.8364351887009344531740753921879416207296737875554E-11	-2.8364353552123470277506326135776845937818500765657346768700611904276244897338809E-11	1.665114125745765572213897429730521762890103346768700611904276244897338809E-18	-0x1.f32c429a4080ep-36	-0x1.f2cf23bb44fabp-36	-0x1.f32c56606b8dcp-36	-0x1.f2cf0ff863675p-36	true	true	true	true
199	D4	U07-0000000109_S08-0000000169	7	109	8	169	fdd6e8d3998bb7bda827cbe9b290dc50ea6af0868be9028d4d39e9241fbe4928	df19daa20a569d20a80692abffd89dade3b398436f5e357035ffe3883b618962	0813e806ff8233123ed3abcf90317274973fcb4edbfe5671ba55d65fc4208745	0	986	5f18e9a51130c76243860865680dac6c4be646629e92cbc1529c6acd00a43e71	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075184984956770062325404069270007312297821044922	6.5851309980522106310441010634804115397855639457703	2.4075185034688631573185357837019182625226676464080810546875	6.5851310021274550680903114852071666973643004894256591796875	-18.445597504941419341248420240134896701175730907030	-18.445597457856440595573457787991728809805852203720674689864924395803200813878972	142.77666204511237592670943463989209076754549726562	54.349833143042737499719092737126283979673234002981	142.7766620451123759267094346398920907675454972656250000	54.349832511502547446375806273429452191140174873577279962580505192110544324154133	-0.00110672328822399115894163718122121252	-2.8358081491768473280440957172478218480476750430249E-11	-2.8358083156526553727232408323801716272788974994986770232247006558533901802940847E-11	1.664758080446791451151323497792312224564737770232247006558533901802940847E-18	-0x1.f3100363dd688p-36	-0x1.f2b2e8654d5dap-36	-0x1.f31017299d4d9p-36	-0x1.f2b2d4a2d7b12p-36	true	true	true	true
200	D4	U07-0000000109_S08-0000000170	7	109	8	170	685ebd874ffbbbf3f39c7aa2dca3e9edb295c2653050e712be0265629732b449	ed9bf31308f58c2871da3cf6244abb9770bc26cf8c19c20ddbfe18c98bcd7244	5f71595f19b0594c97cc491912f40cef6c252eb26c02214c309a89a680e9d926	0	1005	bc01a6c8cb31549fb0246c9822b10698397c2d66164eceffdcaa717fddc2b863	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075212542430981868535333489944605389609932899475	6.5851337099621190460108088871038489742204546928406	2.4075212592160226791893062880944853532128036022186279296875	6.585133714037136154484386452168109826743602752685546875	-18.445733221905796597577217813447866261874362394816	-18.445733174820642343151836297149846417638240138827512600260075156715627697351295	142.76441754421351098576221538948740202814842939453	54.349813279130330589122518983896718667135489054562	142.7644175442135109857622153894874020281484293945312500	54.349812647576831808209300781255250292742064109355343036403382197786986488388299	-0.00110672328822399115894163718122121252	-2.8351811788339479488681899216102029743667023136333E-11	-2.8351813452741536632553697706166729974480773568416882440966386449749337214059887E-11	1.664402057143871798490064700230813750432083882440966386449749337214059887E-18	-0x1.f2f3c4f9e024bp-36	-0x1.f296addb52392p-36	-0x1.f2f3d8bf3f2c2p-36	-0x1.f2969a193be24p-36	true	true	true	true
201	D4	U07-0000000109_S08-0000000171	7	109	8	171	9ea1740d676ccba2a5b3a8c033efc60fbc07f658168343127be14e93f860f6f3	cd302c534582f2dd79145c6af935c6624a8a9ef618d7f9511066c769240a091e	64a81194d34b0fb15f175fe1893c9c451162488ed50e94dfc53ee36ba791e0bd	0	982	0b42617a76cff2133132c46fbd817a75bb96afcf7e126969a5e5fb575b91a20d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075240081865095856383796046884526731446385383606	6.5851364203027057883654826753172528697177767753601	2.40752401315917256841014904011899488978087902069091796875	6.5851364243774957001054115579563585924915969371795654296875	-18.445868942992270241131749974675337594380163046267	-18.445868895906940600580146334367283666084158763235682149398077560252160762425453	142.75216956253606838072260267601563792016908613281	54.349792797657148486439029397053382417782637937385	142.7521695625360683807226026760156379201690861328125000	54.349792166090357976678573487355210834187472044772511809364124298788913377370987	-0.00110672328822399115894163718122121252	-2.8345542776655567470080320022435471449016953851388E-11	-2.8345544440701628002403673369555938795708980110233345480843961983248764140528714E-11	1.664046060532323353347120467346692026258845345480843961983248764140528714E-18	-0x1.f2d7875be9698p-36	-0x1.f27a741da50b1p-36	-0x1.f2d79b211de85p-36	-0x1.f27a605bb917cp-36	true	true	true	true
202	D4	U07-0000000109_S08-0000000172	7	109	8	172	293c0162400a22b8ffd5eb3fe9e5cf0cdd41ef3a203244799bd64b0b1b6195a1	66a60fb522c7553ab5e9dd08c4f3e7b9f8120267e8a279f16f5e7dbf60fa1354	2fd3c7d646daa63640dbbd21e69f79c24727743ebf6e40384bfbbf3604ad1388	0	973	c9bd73dd32170ddc8d436d5b68162f565a06145eb705acebc0aa7c37fc3a73cc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075267603256645526643708876690652687102556228638	6.5851391290737496878038292891233140835538506507874	2.4075267652980661681194618495283066295087337493896484375	6.5851391331483125519963284233426747960038483142852783203125	-18.446004668202429636002578628792938493460499585492	-18.446004621116924861544727736371280877186037900070737992030800121089709328679401	142.73991810008004811159059649947679844360746748047	54.349771698551564687076329145985875873470506496867	142.7399181000800481115905964994767984436074674804687500	54.349771066971501381497001907768930703231531262641647691475885731654353985993356	-0.00110672328822399115894163718122121252	-2.8339274456649941310611086966554949866612876906897E-11	-2.8339276120340027244842863466289551222205259886009894302602978082857006093953293E-11	1.663690085934231776499734601355592382979112894302602978082857006093953293E-18	-0x1.f2bb4a8a84931p-36	-0x1.f25e3b2baf746p-36	-0x1.f2bb5e4f32092p-36	-0x1.f25e276a4bfc8p-36	true	true	true	true
203	D4	U07-0000000109_S08-0000000173	7	109	8	173	4728794a2f6b25c5b602a4f5551ba8633e7fd9e59b49f2daf11798e9074efcc0	11835ebad61570c2da3cf00e590739fc25dc61e73036a1484476ac568e3a536b	f53b5f04f0be7fce759dc1b948c2416501907808576e200ad359e656de8c5457	0	972	4b55cedbb53de555aaae66ae26ebe4e16796054e6b5481f4d9e4f2d595522ae6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075295106603164518865867194108432158827781677246	6.5851418362750296850438580520403775153681635856628	2.4075295156324568457417711897505796514451503753662109375	6.5851418403493656404668055159845607704482972621917724609375	-18.446140397537864886094683743355726974717038203210	-18.446140350452185151706786189279752149071569010346665436870862425251682822382314	142.72766315684545017836619685987088359846357343750	54.349749981741932360940131427918327459542624453998	142.7276631568454501783661968598708835984635734375000000	54.349749350148614048300943185170787140912765467159736431693409452653674935981536	-0.00110672328822399115894163718122121252	-2.8333006828255795511193956069547475449302434024252E-11	-2.8333008491589931680622035644269861587298324344792750668049713082669941769051829E-11	1.663334136169428079574722386137995890320540750668049713082669941769051829E-18	-0x1.f29f0e8521d3p-36	-0x1.f2420305f9f4fp-36	-0x1.f29f22496fd39p-36	-0x1.f241ef44f644ep-36	true	true	true	true
204	D4	U07-0000000109_S08-0000000174	7	109	8	174	4b885dc1e37c827977a50284e3e2b2113624305d939fe3c01c0596f627285582	8e558d02f992a396ee45e72bf4109bd4b91274a2084582b68469b8be2282df14	652f4c7548ea5f4a4d7f95604581ef443fba258548fe1076434f82a51bb2a8c4	0	991	a896f1dca3a05e1cca03214e5de556378cb6d6e38e27f4c5f6f3177314d69a82	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075322591902186611378944292027881601825356483459	6.5851445419063248248869868461952137295156717300415	2.407532264162097986048838293982043978758156299591064453125	6.5851445459804340172571546219160154578275978565216064453125	-18.446276131000166783142409099522043096633334320739	-18.446276083914312314456487262115860419270843468376548989451722004549536513377597	142.71540473283227458104940375719789338473740400391	54.349727647156583573057022355779808510503519142147	142.7154047328322745810494037571978933847374040039062500	54.349727015550028821958392719029359831106544971641291446243458212806094983975733	-0.00110672328822399115894163718122121252	-2.8326739891406316880632492001739826312999402395715E-11	-2.8326741554384526253417314049724175447988012691324588592411693266185073176243268E-11	1.662978209372784822047984349134988610295609588592411693266185073176243268E-18	-0x1.f282d34bfc3ap-36	-0x1.f225cbac415cp-36	-0x1.f282e70fe3659p-36	-0x1.f225b7eba2b1cp-36	true	true	true	true
205	D4	U07-0000000109_S08-0000000175	7	109	8	175	5915d28d661a8d1c2ad6eece499a410e05f5c9261eac5371359c835f4ec5fa17	23e8034651bec47966beaac4337027c96ee967b2e0833d39e1a8860df86f5c6a	f33e8295367b689a03f491c0bdb2199d6069c68ba031d63d6e4319e930739a3e	0	986	937cbf755fcc6c455ebe7ecf806f5d38f3521f85aa18459a13cb2edd191afb68	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075350059151245860067369619628152577206492424011	6.5851472459674142562180421123230189550668001174927	2.4075350108867429911596591551870005787350237369537353515625	6.58514725004129682084386132601139252074062824249267578125	-18.446411868590926806684204526072042483337041602021	-18.446411821504897751088362623201675963735574813896613867678384056917228891631247	142.70314282804052131964021719145782780242895917969	54.349704694723829273837105180312967647138627417069	142.7031428280405213196402171914578278024289591796875000	54.349704063104055508621976151780263963559162462433456476821611109384224938078951	-0.00110672328822399115894163718122121252	-2.8320473646034684553483909223157613333998340419519E-11	-2.8320475308656992915738690658379911945560372165700745670601062300061291719017155E-11	1.662622308362254781435222298611562031746181745670601062300061291719017155E-18	-0x1.f26698def47bbp-36	-0x1.f209951e939d3p-36	-0x1.f266aca276ce2p-36	-0x1.f209815e5c8e1p-36	true	true	true	true
206	D4	U07-0000000110_S08-0000000163	7	110	8	163	6d98e17f32e56b0cd0f027b80af4bceafadd156c2442a598d53f35dbe51db759	709fa2abe615628612a737c7dd1cfc9eb86eb36f3c6f92380b2520c689c733de	99fc1678dd602457b4389db15d416887a6341bc2a288083e6622d2284ebacd6e	0	981	0e3a7f615bbbec64f5b22ad480a3c758c0f54329e9f652cf5279e309db169430	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075136814004188881566115298937802435830235481262	6.5851251952507316445029061924287816509604454040527	2.4075136863748359365711149138178370776586234569549560546875	6.5851251993269728605973067914192142779938876628875732421875	-18.444738790886321782678414203854932512401140671449	-18.444738743804385793723901645677286141727084685247230865418531627286324003874583	142.84889793418123055869869853053793000079286552734	54.353436631517430182228557380297082624826033527318	142.8488979341812305586986985305379300007928655273437500	54.353436000093095526535060138871327299187806980049524432160710598612050539265898	-0.00110672328822399115894163718122121252	-2.8394920507788126516259839725508276152559482779501E-11	-2.8394922174540039641450100544113728109589252640381015461612173609931456800980520E-11	1.666751913125190260818605451957029769860880015461612173609931456800980520E-18	-0x1.f3b5f7627717cp-36	-0x1.f358c5656f60fp-36	-0x1.f3b60b2b2bea3p-36	-0x1.f358b1a00521p-36	true	true	true	true
207	D4	U07-0000000110_S08-0000000164	7	110	8	164	1990397ec1483f668f5ee926b4ee4b80d5b1c3572247aba6061d9720ff33d8b2	d503dcfdefc8d0f66ca6562ed2f141f96253068abbaab59e957183e76ee87dfc	82cf674e134f5f6ce37804b630e4ef6b024e3ff84f836ccca9d6be4c545c57a8	0	977	9fd1db881fa43b91faf60f88957af42b4cf27bd1234607a6fa14284ac2af37a3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075164484348047025386030384197511011734604835510	6.5851279169901611523774143108767020748928189277649	2.4075164534089591901466764767292261240072548389434814453125	6.5851279210661741725374440648010931909084320068359375	-18.444874482143627778361916605182850002285472498191	-18.444874435061515113610412194144817454175650323306087645685014786079351820418429	142.83667438658800857270647573133855596479458183594	54.353420604299639360642837972854657056772906567782	142.8366743865880085727064757313385559647945818359375000	54.353419972861889799920890176200042317387172395815355764556549872816110295602501	-0.00110672328822399115894163718122121252	-2.8388646780493368666400536620497896707320157574132E-11	-2.8388648446889140012639526136541130834370173991359562496493756751990172089081251E-11	1.666395771346238989516043234127050016417227562496493756751990172089081251E-18	-0x1.f399b4543139cp-36	-0x1.f33c863877545p-36	-0x1.f399c81c7aef3p-36	-0x1.f33c72737739dp-36	true	true	true	true
208	D4	U07-0000000110_S08-0000000165	7	110	8	165	10463aaa545ed5fc73fac1dd0293aa8d3391f6c203bad4a02271cc467203d877	41f08b090767ef89340161fda7e3d4ce84d9296ead2d348e1b60f02ea738966d	9ce4e0dd29642bff395efddb7633088fe198f8d0d3e982dabd5a9021f7395f64	0	975	1312829dc940e91b6c32c64b454ded49567523e647685937a5b42ae3c8d9f8a3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075192136665935077610711800844001118093729019165	6.5851306371613792731145586856200679903849959373474	2.407519218640485576810039702877475065179169178009033203125	6.585130641237164232648648720669370959512889385223388671875	-18.445010177512111445865242904992102519573217425623	-18.445010130429822255620576886513679120402167824507525356600888523908316077047932	142.82444735821620892262185946907210656021402275391	54.353403959976422930658894635574341207704874709893	142.8244473582162089226218594690721065602140227539062500	54.353403328525275783149585064876431322100804432457084197591486959165452300698314	-0.00110672328822399115894163718122121252	-2.8382373745344522465274215242608843396861832595070E-11	-2.8382375411384177743327914315939725143284747825876302554903892713909038566550970E-11	1.666039655278053699073330881746422915230806302554903892713909038566550970E-18	-0x1.f37d7211f39bfp-36	-0x1.f32047d807fdap-36	-0x1.f37d85da2dfbcp-36	-0x1.f3203413170adp-36	true	true	true	true
209	D4	U07-0000000110_S08-0000000166	7	110	8	166	e1d903679e6c0205ac830702bc28d67f773450827d34b3263e01e4584d14802c	f893432605d4029d03454c10aca04a3db6ecf420899d3d985908f40acc58bb1b	710e80e4f7ae87ef2e56d405542f07b7c959dbb899f8a2338065a640772cff44	0	979	880bd6cdebcc9e462f7a7604237481e75f0e31993b570ed434be0950e5a9aaa4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075219770955385220623234943104762351140379905701	6.5851333557641641772151253064748743781819939613342	2.407521982069168321738406035592561238445341587066650390625	6.585133359839721221840047604700885131023824214935302734375	-18.445145876993357885413198278893986707069926399991	-18.445145829910892397615375849788921404843505735617458820576532787456640574600539	142.81221684906583160844484974373858178705118828125	54.353386698476287652780977375420903536176061360863	142.8122168490658316084448497437385817870511882812500000	54.353386067011761401679525252274150524571627730743607383704233522156268573724291	-0.00110672328822399115894163718122121252	-2.8376101402274831252282309491070645884583617727822E-11	-2.8376103067958393365697937102589545112869476331975348653587543708439582195670164E-11	1.665683562113415627611518899228285858604153348653587543708439582195670164E-18	-0x1.f36130a0a61bcp-36	-0x1.f3040a3f14061p-36	-0x1.f36144682cdddp-36	-0x1.f303f67ad5cf1p-36	true	true	true	true
210	D4	U07-0000000110_S08-0000000167	7	110	8	167	18ae4792bd7704d96cb7ee49f6176acb4a00f825180c2a550c2be986eff2e6bf	7800216ecf6c1edddab39e933b1bcee252b8cf2aa70270d3eed1388d426a68e2	efe07e83f052f586bceb8873a0dce6a47b7deabe8c1337ef9f5fad31e9708e70	0	975	f638bd2379e543de032c6d62f00d540b9468f9d21437c53b8990f4fbb8f243b6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4075247387213929914362431361496419413015246391296	6.5851360727982941531410965296799986390396952629089	2.407524743694760667456211677972532925195991992950439453125	6.585136076873623421634729169227284728549420833587646484375	-18.445281580588952989207230761410053941020769742133	-18.445281533506311379532294126256315256951311996073569294195855504326797632192968	142.79998285913687663017544655533798164530607841797	54.353368819727720795733307545949526124601801635856	142.7999828591368766301754465553379816453060784179687500	54.353368188249833164540419857336167710586899701679176616726990569782742954825586	-0.00110672328822399115894163718122121252	-2.8369829751217526792803619076465791512012940513387E-11	-2.8369831416545020530209743533419059090092287325230166398718034953932728866836600E-11	1.665327493737406124456953267578079346811843166398718034953932728866836600E-18	-0x1.f344eff76cbdcp-36	-0x1.f2e7cd76a5f01p-36	-0x1.f34503bdedd4cp-36	-0x1.f2e7b9b36d58cp-36	true	true	true	true
