LAYER	ATTEMPT_INDEX	LEAF_ID	PARENT_DEPTH4_CELL_INDEX	CARRIER	LEGACY_CERTIFICATE_PASS	STRUCTURAL_PASS	HOMOGENEOUS_COMPUTATION_VALID	PROBE_PASS	LIOUVILLE_LOWER	LIOUVILLE_UPPER	JOINT_LOWER	JOINT_UPPER	JOINT_EQUALS_LIOUVILLE	EPISTEMIC_CERTIFICATE_PASS	STDOUT_SHA256
D4	266	U07-0000000104_S08-0000000164	133	C0Rect2Set	false	true	true	true	-0x1.f3af3a6d6c005p-36	-0x1.f351e350ea51cp-36	-0x1.f3af3a6d6c005p-36	-0x1.f351e350ea51cp-36	true	true	d832e5f16019c15ba21a9f439a77399c47f37f5df2c6465293df20c16371f8ca
D4	267	U07-0000000104_S08-0000000165	134	C0HORect2Set	false	true	true	true	-0x1.f392e3804ef5ap-36	-0x1.f335b7d2b6345p-36	-0x1.f392e3804ef5ap-36	-0x1.f335b7d2b6345p-36	true	true	670a1a53e206ffc5e7bad4fa3c61fff2a8a9ffc5279677808e728c8ebadc636f
D4	268	U07-0000000104_S08-0000000165	134	C0Rect2Set	false	true	true	true	-0x1.f392f7488cdbcp-36	-0x1.f335a40dc237ap-36	-0x1.f392f7488cdbcp-36	-0x1.f335a40dc237ap-36	true	true	83efa503135499845db712b6b10960f2a8bdee198bb36fa5746024257a242eec
D4	269	U07-0000000104_S08-0000000166	135	C0HORect2Set	false	true	true	true	-0x1.f376a127f1ea5p-36	-0x1.f319795b947d6p-36	-0x1.f376a127f1ea5p-36	-0x1.f319795b947d6p-36	true	true	bb8eca24c054d004ba9b43ce15a67907c8d9457a67727203f15b9017a8079bb3
D4	270	U07-0000000104_S08-0000000166	135	C0Rect2Set	false	true	true	true	-0x1.f376b4ef5137cp-36	-0x1.f31965977e364p-36	-0x1.f376b4ef5137cp-36	-0x1.f31965977e364p-36	true	true	48c848cfc893e0c8a0356f5d069293276942767b4f2ddd1216a78ffe2a6f6370
D4	271	U07-0000000104_S08-0000000167	136	C0HORect2Set	false	true	true	true	-0x1.f35a5f94abb9ep-36	-0x1.f2fd3bb818e55p-36	-0x1.f35a5f94abb9ep-36	-0x1.f2fd3bb818e55p-36	true	true	947816a6ac68689ffe2fcb96a448a5913368b5bef26f37561d5a094b556142cd
D4	272	U07-0000000104_S08-0000000167	136	C0Rect2Set	false	true	true	true	-0x1.f35a735bb846bp-36	-0x1.f2fd27f454f9ep-36	-0x1.f35a735bb846bp-36	-0x1.f2fd27f454f9ep-36	true	true	b064128fa19a5b3f3b3a8590a8e4d5d98bbf91f768adb13f03effbd80a953099
D4	273	U07-0000000104_S08-0000000168	137	C0HORect2Set	false	true	true	true	-0x1.f33e1edc48ca9p-36	-0x1.f2e0fed1ad92cp-36	-0x1.f33e1edc48ca9p-36	-0x1.f2e0fed1ad92cp-36	true	true	a4fee1f69e7d57a53b00b0da56c629ec51be9679e273dc7b5056d0185127acaf
D4	274	U07-0000000104_S08-0000000168	137	C0Rect2Set	false	true	true	true	-0x1.f33e32a31c7f3p-36	-0x1.f2e0eb0e2368ap-36	-0x1.f33e32a31c7f3p-36	-0x1.f2e0eb0e2368ap-36	true	true	e1375ef7905c2aac8f7e0f7fdce57cd4340482f7c40d49032589a3e08cd13534
D4	275	U07-0000000104_S08-0000000169	138	C0HORect2Set	false	true	true	true	-0x1.f321dee90d0dep-36	-0x1.f2c4c2bec5015p-36	-0x1.f321dee90d0dep-36	-0x1.f2c4c2bec5015p-36	true	true	5f484d5dfc2a69d597b275819abdab399a28fb236a3f8a19a726898e5903ce5d
D4	276	U07-0000000104_S08-0000000169	138	C0Rect2Set	false	true	true	true	-0x1.f321f2af6d0cap-36	-0x1.f2c4aefbae857p-36	-0x1.f321f2af6d0cap-36	-0x1.f2c4aefbae857p-36	true	true	f7c463060d429181a8e6dc81563bae22b5d03f247f77bcdd7a53afd815d753f5
D4	277	U07-0000000104_S08-0000000170	139	C0HORect2Set	false	true	true	true	-0x1.f3059fc25b2c7p-36	-0x1.f2a88777b37dep-36	-0x1.f3059fc25b2c7p-36	-0x1.f2a88777b37dep-36	true	true	6ad66fc58e6a9d01f3946875d532c7f90f057ce836f74f5070c4835266aece3e
D4	278	U07-0000000104_S08-0000000170	139	C0Rect2Set	false	true	true	true	-0x1.f305b3884791p-36	-0x1.f2a873b50f4aap-36	-0x1.f305b3884791p-36	-0x1.f2a873b50f4aap-36	true	true	efe8916da6c28dd2e6ed797832b38abd0e648ef3ff91f80362eb1fa0c04e3618
D4	279	U07-0000000104_S08-0000000171	140	C0HORect2Set	false	true	true	true	-0x1.f2e96167c5b65p-36	-0x1.f28c4cfcd8496p-36	-0x1.f2e96167c5b65p-36	-0x1.f28c4cfcd8496p-36	true	true	14bd955b70dae3611275d8962c70a0727dfc76b3c957da825913a7e78f1694e2
D4	280	U07-0000000104_S08-0000000171	140	C0Rect2Set	false	true	true	true	-0x1.f2e9752d5f79ap-36	-0x1.f28c393a88381p-36	-0x1.f2e9752d5f79ap-36	-0x1.f28c393a88381p-36	true	true	e76066b07988e997bc4fc60880087f55c41e767629ac0d3a2f4e38e0226bbf10
D4	281	U07-0000000104_S08-0000000172	141	C0HORect2Set	false	true	true	true	-0x1.f2cd23d9994cp-36	-0x1.f270134ddfcc1p-36	-0x1.f2cd23d9994cp-36	-0x1.f270134ddfcc1p-36	true	true	e7a55ae3e6ba438860198ebfff388ec7123cc3922e4ef8e6d5d9e2660f86cacb
D4	282	U07-0000000104_S08-0000000172	141	C0Rect2Set	false	true	true	true	-0x1.f2cd379eac1a9p-36	-0x1.f26fff8c17dbfp-36	-0x1.f2cd379eac1a9p-36	-0x1.f26fff8c17dbfp-36	true	true	dbb82ff91c5a40f7632c7e1fd204096380dc07d00666f3dbb393f26fb1f8784f
D4	283	U07-0000000104_S08-0000000173	142	C0HORect2Set	false	true	true	true	-0x1.f2b0e7174209ep-36	-0x1.f253da6b56c0cp-36	-0x1.f2b0e7174209ep-36	-0x1.f253da6b56c0cp-36	true	true	88c0356f8dcf411866221ca938f9453fb36daa583c7af9dbe5ed69687514f74d
D4	284	U07-0000000104_S08-0000000173	142	C0Rect2Set	false	true	true	true	-0x1.f2b0fadc2aeb6p-36	-0x1.f253c6a9b67b2p-36	-0x1.f2b0fadc2aeb6p-36	-0x1.f253c6a9b67b2p-36	true	true	43b5a6922bc1de79115b7dae9ad22544432b549746fd9c6fa06ba42118de6325
D4	285	U07-0000000104_S08-0000000174	143	C0HORect2Set	false	true	true	true	-0x1.f294ab21b63aep-36	-0x1.f237a254374dp-36	-0x1.f294ab21b63aep-36	-0x1.f237a254374dp-36	true	true	9f038f5a91561a76aea9b9440028f2c0d958e211e0fe7aef2deeed020d200545
D4	286	U07-0000000104_S08-0000000174	143	C0Rect2Set	false	true	true	true	-0x1.f294bee5d1da3p-36	-0x1.f2378e93640dp-36	-0x1.f294bee5d1da3p-36	-0x1.f2378e93640dp-36	true	true	6f459b1688694383d8f877ab983a7424f9f0390d22b2157d4780b20577e6c734
D4	287	U07-0000000104_S08-0000000175	144	C0HORect2Set	false	true	true	true	-0x1.f2786ff7e05a2p-36	-0x1.f21b6b098e7a3p-36	-0x1.f2786ff7e05a2p-36	-0x1.f21b6b098e7a3p-36	true	true	4cbf8fc4d2a74217775d29aa6edf23c91632db0782ec789c90a0e7b7939cc30e
D4	288	U07-0000000104_S08-0000000175	144	C0Rect2Set	false	true	true	true	-0x1.f27883bba06e2p-36	-0x1.f21b57491782ap-36	-0x1.f27883bba06e2p-36	-0x1.f21b57491782ap-36	true	true	ea3dc2c7728a4532f15bdb665d4f5469937e0229da5fa78d0381a27db16ff6e8
D4	293	U07-0000000105_S08-0000000162	147	C0HORect2Set	false	true	true	true	-0x1.f3e41bfdda74fp-36	-0x1.f386e4f4d0f02p-36	-0x1.f3e41bfdda74fp-36	-0x1.f386e4f4d0f02p-36	true	true	0730a8daf182b1a6cdbbf82f68cdbefaa44630c24a700bfefca5b7cc5a52ced9
D4	294	U07-0000000105_S08-0000000162	147	C0Rect2Set	false	true	true	true	-0x1.f3e42fc75b0e1p-36	-0x1.f386d12e99aa3p-36	-0x1.f3e42fc75b0e1p-36	-0x1.f386d12e99aa3p-36	true	true	e400e1282408b48266060e756e0969e445a344af3698d1b5e51a4a04df3d9312
D4	295	U07-0000000105_S08-0000000163	148	C0HORect2Set	false	true	true	true	-0x1.f3c7d76686ae2p-36	-0x1.f36aa43e7deefp-36	-0x1.f3c7d76686ae2p-36	-0x1.f36aa43e7deefp-36	true	true	9a57e7cd39bbaa2af28b67d9c94703db885d5a345e2582e3160fe6867f637de9
D4	296	U07-0000000105_S08-0000000163	148	C0Rect2Set	false	true	true	true	-0x1.f3c7eb2f8aa65p-36	-0x1.f36a9078c31fdp-36	-0x1.f3c7eb2f8aa65p-36	-0x1.f36a9078c31fdp-36	true	true	83d23ee1d2ab0d072521aac20b8ce3fc5a7adc0d97e3710588e8ddaba832fa70
D4	297	U07-0000000105_S08-0000000164	149	C0HORect2Set	false	true	true	true	-0x1.f3ab939fbc789p-36	-0x1.f34e64501f1e8p-36	-0x1.f3ab939fbc789p-36	-0x1.f34e64501f1e8p-36	true	true	6a782c6b3e1e4f6bfc03fecf7a5121a92d7b718ada335bcd3115bb1565eb2e27
D4	298	U07-0000000105_S08-0000000164	149	C0Rect2Set	false	true	true	true	-0x1.f3aba768521ccp-36	-0x1.f34e508ad2ff9p-36	-0x1.f3aba768521ccp-36	-0x1.f34e508ad2ff9p-36	true	true	362ef5c5e48844918e3ce71f17d9dc9c9693e6f6e3935cd95b012efe387da381
D4	299	U07-0000000105_S08-0000000165	150	C0HORect2Set	false	true	true	true	-0x1.f38f5099d4e6ep-36	-0x1.f3322539ce75bp-36	-0x1.f38f5099d4e6ep-36	-0x1.f3322539ce75bp-36	true	true	c7d79bbe8342ed0d5f287aa2d82c6730c3dc8453d5d7ccd4e2d0440c581d08bb
D4	300	U07-0000000105_S08-0000000165	150	C0Rect2Set	false	true	true	true	-0x1.f38f646933599p-36	-0x1.f332116d7846bp-36	-0x1.f38f646933599p-36	-0x1.f332116d7846bp-36	true	true	80293515d2479e7e8adfdc18a22e77cc6731c53e3d447066311f977ac8509074
D4	301	U07-0000000105_S08-0000000166	151	C0HORect2Set	false	true	true	true	-0x1.f3730e66fb79p-36	-0x1.f315e6e8b7abp-36	-0x1.f3730e66fb79p-36	-0x1.f315e6e8b7abp-36	true	true	ada99180cf859012996ab3b399cdf6e16a020bc8cff70ab5fdef862a8aff443e
D4	302	U07-0000000105_S08-0000000166	151	C0Rect2Set	false	true	true	true	-0x1.f373222e5c7d8p-36	-0x1.f315d3249fc07p-36	-0x1.f373222e5c7d8p-36	-0x1.f315d3249fc07p-36	true	true	c102661feffcd65f2bb6e1c019e241652a6c14b2232e853a91fa315558314a25
D4	303	U07-0000000105_S08-0000000167	152	C0HORect2Set	false	true	true	true	-0x1.f356cd013b961p-36	-0x1.f2f9a96305aa4p-36	-0x1.f356cd013b961p-36	-0x1.f2f9a96305aa4p-36	true	true	4a5870e7ef09e1c6d6202a05a4cc7c22471b9adb9e7935dd098c6f5e30efdf9b
D4	304	U07-0000000105_S08-0000000167	152	C0Rect2Set	false	true	true	true	-0x1.f356e0c7deae5p-36	-0x1.f2f9959faaa62p-36	-0x1.f356e0c7deae5p-36	-0x1.f2f9959faaa62p-36	true	true	6b6429eb80850fb6be2099c18adbbe9ccefa1063cac6e3cbdc194d4eeaef963e
D4	305	U07-0000000105_S08-0000000168	153	C0HORect2Set	false	true	true	true	-0x1.f33a8c677bad9p-36	-0x1.f2dd6ca9c5105p-36	-0x1.f33a8c677bad9p-36	-0x1.f2dd6ca9c5105p-36	true	true	c53e305eb815433cd19cc3905572401468030d8cbd6783a15cfae512c130fa8c
D4	306	U07-0000000105_S08-0000000168	153	C0Rect2Set	false	true	true	true	-0x1.f33aa02dae412p-36	-0x1.f2dd58e6dc46p-36	-0x1.f33aa02dae412p-36	-0x1.f2dd58e6dc46p-36	true	true	c4ce94daabb109990d3b1762b10078310cc88d1310bcc29725df2808917b8a28
D4	307	U07-0000000105_S08-0000000169	154	C0HORect2Set	false	true	true	true	-0x1.f31e4ca0e7272p-36	-0x1.f2c130b5817dfp-36	-0x1.f31e4ca0e7272p-36	-0x1.f2c130b5817dfp-36	true	true	6da2cb8652963727ef3b9bdee7bd06a7f26dfee866838d8d955cc58433d5ceb5
D4	308	U07-0000000105_S08-0000000169	154	C0Rect2Set	false	true	true	true	-0x1.f31e605fbf8d5p-36	-0x1.f2c11cfa358fp-36	-0x1.f31e605fbf8d5p-36	-0x1.f2c11cfa358fp-36	true	true	ca36aa1cb0858acff3ce22774048bd02429f9175e48c968268bf8ae851955394
D4	309	U07-0000000105_S08-0000000170	155	C0HORect2Set	false	true	true	true	-0x1.f3020da02342ap-36	-0x1.f2a4f5940ecc1p-36	-0x1.f3020da02342ap-36	-0x1.f2a4f5940ecc1p-36	true	true	4fbd7e94304c48a006f86d2311537c0dda750cfe931f50c1706b4fa2e36afdc1
D4	310	U07-0000000105_S08-0000000170	155	C0Rect2Set	false	true	true	true	-0x1.f3022165b9e53p-36	-0x1.f2a4e1d1c1039p-36	-0x1.f3022165b9e53p-36	-0x1.f2a4e1d1c1039p-36	true	true	4856cab2d819dba219709000aec6ded87e245850e847e58f345a2f1fb6d16f0d
D4	311	U07-0000000105_S08-0000000171	156	C0HORect2Set	false	true	true	true	-0x1.f2e5cf6b2468ap-36	-0x1.f288bb3f2d1a6p-36	-0x1.f2e5cf6b2468ap-36	-0x1.f288bb3f2d1a6p-36	true	true	040727cfda96eac302e1b3c989027b5aac62a9195b804a93aac009692ad7e1cb
D4	312	U07-0000000105_S08-0000000171	156	C0Rect2Set	false	true	true	true	-0x1.f2e5e330929a7p-36	-0x1.f288a77d076fbp-36	-0x1.f2e5e330929a7p-36	-0x1.f288a77d076fbp-36	true	true	ef13f0efbb608392f0897e8bf2b98aa86ea547efafb28dcf73a88cb318cd0295
D4	313	U07-0000000105_S08-0000000172	157	C0HORect2Set	false	true	true	true	-0x1.f2c9920294f6ep-36	-0x1.f26c81b626bd1p-36	-0x1.f2c9920294f6ep-36	-0x1.f26c81b626bd1p-36	true	true	f440c35195b24deaab33508e122864d198321f717df58c4a0e6574debf14c997
D4	314	U07-0000000105_S08-0000000172	157	C0Rect2Set	false	true	true	true	-0x1.f2c9a5c79e669p-36	-0x1.f26c6df466755p-36	-0x1.f2c9a5c79e669p-36	-0x1.f26c6df466755p-36	true	true	e664e831a787bc0b0ea14014c5707e693d730d6c8a8f59bb06b2798533ddd1fc
D4	315	U07-0000000105_S08-0000000173	158	C0HORect2Set	false	true	true	true	-0x1.f2ad556671bb7p-36	-0x1.f25048f8f5c9bp-36	-0x1.f2ad556671bb7p-36	-0x1.f25048f8f5c9bp-36	true	true	3ab1d49990ccc394572757943417565a39e0a01ed464fa5d6c6c20cb59c7bdb2
D4	316	U07-0000000105_S08-0000000173	158	C0Rect2Set	false	true	true	true	-0x1.f2ad692ada1bdp-36	-0x1.f2503537d6aacp-36	-0x1.f2ad692ada1bdp-36	-0x1.f2503537d6aacp-36	true	true	6ca55935a63d732d4cce3d5b8e7be6ce8fca1046bf73348bb4ec85463969c727
D4	317	U07-0000000105_S08-0000000174	159	C0HORect2Set	false	true	true	true	-0x1.f291199d4596p-36	-0x1.f2341100cec42p-36	-0x1.f291199d4596p-36	-0x1.f2341100cec42p-36	true	true	95aaebd88499de447b771684fc25f895cfa216840e68e10f17d3b221d170f400
D4	318	U07-0000000105_S08-0000000174	159	C0Rect2Set	false	true	true	true	-0x1.f2912d5a442c7p-36	-0x1.f233fd474f711p-36	-0x1.f2912d5a442c7p-36	-0x1.f233fd474f711p-36	true	true	5462afdd497a16c702fc5ea041a4e727b09c4cbfb41e46c8c602e222ba08b07c
D4	319	U07-0000000105_S08-0000000175	160	C0HORect2Set	false	true	true	true	-0x1.f274de9964039p-36	-0x1.f217d9dbbf2c8p-36	-0x1.f274de9964039p-36	-0x1.f217d9dbbf2c8p-36	true	true	6655fb6147d4dfada1d15951ac52645ffb4a0084eb0faa97c0807238bc0b4c03
D4	320	U07-0000000105_S08-0000000175	160	C0Rect2Set	false	true	true	true	-0x1.f274f25d3de6dp-36	-0x1.f217c61b2e6d6p-36	-0x1.f274f25d3de6dp-36	-0x1.f217c61b2e6d6p-36	true	true	aab93cf2b3dccb5869baee0ccbe1b6d8cc18c9b0c5cf70f91c4dae98f1cfefa3
D4	325	U07-0000000106_S08-0000000162	163	C0HORect2Set	false	true	true	true	-0x1.f3e088a9a42dep-36	-0x1.f38351df96042p-36	-0x1.f3e088a9a42dep-36	-0x1.f38351df96042p-36	true	true	81b2c84448070fa70aee4f6d92aad378113ae11cec6d3f2b65de0c40c60fa140
D4	326	U07-0000000106_S08-0000000162	163	C0Rect2Set	false	true	true	true	-0x1.f3e09c73347ecp-36	-0x1.f3833e194ec5dp-36	-0x1.f3e09c73347ecp-36	-0x1.f3833e194ec5dp-36	true	true	eb6928a69f1adfa28f02b400557ab7650d5d3cb4eb0db7911fd697bb5f4715d2
D4	327	U07-0000000106_S08-0000000163	164	C0HORect2Set	false	true	true	true	-0x1.f3c44438172adp-36	-0x1.f367114f0a61p-36	-0x1.f3c44438172adp-36	-0x1.f367114f0a61p-36	true	true	720038bc90441352f3e045a53e13ea7886f0b6d78b79dda0d7b31af09be5a26c
D4	328	U07-0000000106_S08-0000000163	164	C0Rect2Set	false	true	true	true	-0x1.f3c458011e2d6p-36	-0x1.f366fd894d063p-36	-0x1.f3c458011e2d6p-36	-0x1.f366fd894d063p-36	true	true	8265181ab95cb110371607c9a6fc5a374fcb905205ddcfaff078957f6dff9b68
D4	329	U07-0000000106_S08-0000000164	165	C0HORect2Set	false	true	true	true	-0x1.f3a80090588d6p-36	-0x1.f34ad18d6f5fp-36	-0x1.f3a80090588d6p-36	-0x1.f34ad18d6f5fp-36	true	true	19004aba649aba9b8f7ef6c53f720b25b5ef930e6ef5421100c554075346716b
D4	330	U07-0000000106_S08-0000000164	165	C0Rect2Set	false	true	true	true	-0x1.f3a81458460ffp-36	-0x1.f34abdc8ccc69p-36	-0x1.f3a81458460ffp-36	-0x1.f34abdc8ccc69p-36	true	true	d2e9f8bea600e96f5d03aeb7d0c96decc2fad3927be078aeb2c131cf254bfe82
D4	331	U07-0000000106_S08-0000000165	166	C0HORect2Set	false	true	true	true	-0x1.f38bbdb73b75p-36	-0x1.f32e9295a4287p-36	-0x1.f38bbdb73b75p-36	-0x1.f32e9295a4287p-36	true	true	4dd00f3a5e1b474ad988c46357e0053595971c6ac8bdf0828b5f5132dc0ceb6e
D4	332	U07-0000000106_S08-0000000165	166	C0Rect2Set	false	true	true	true	-0x1.f38bd17eed0b7p-36	-0x1.f32e7ed13bafbp-36	-0x1.f38bd17eed0b7p-36	-0x1.f32e7ed13bafbp-36	true	true	a8e6eee0fa612fadd9f8da00de1dcb44b3bade51b03fdbd66b91dca3924337dc
D4	333	U07-0000000106_S08-0000000166	167	C0HORect2Set	false	true	true	true	-0x1.f36f7baa7459fp-36	-0x1.f312546a08c04p-36	-0x1.f36f7baa7459fp-36	-0x1.f312546a08c04p-36	true	true	6d8e9219a6f7788e54f1f372b1d68e6ec8a475322413cb54be970a6c8234c266
D4	334	U07-0000000106_S08-0000000166	167	C0Rect2Set	false	true	true	true	-0x1.f36f8f71e57b8p-36	-0x1.f31240a5e158ap-36	-0x1.f36f8f71e57b8p-36	-0x1.f31240a5e158ap-36	true	true	dec225b803ccdb35108e29c07199b7b068a52aa19ead1187dfc3779c936a4f66
D4	335	U07-0000000106_S08-0000000167	168	C0HORect2Set	false	true	true	true	-0x1.f3533a6a0a7bbp-36	-0x1.f2f6170a8f183p-36	-0x1.f3533a6a0a7bbp-36	-0x1.f2f6170a8f183p-36	true	true	2b5d98f056f168998a6c20a7aa0c762f75214cea4bd588d9e24e5f2c647c9b80
D4	336	U07-0000000106_S08-0000000167	168	C0Rect2Set	false	true	true	true	-0x1.f3534e307a74fp-36	-0x1.f2f603476840dp-36	-0x1.f3534e307a74fp-36	-0x1.f2f603476840dp-36	true	true	c8d00e710dbac83a2a8fc8a01164c157b8faee0792563972a3b7f1ae47ce18ae
D4	337	U07-0000000106_S08-0000000168	169	C0HORect2Set	false	true	true	true	-0x1.f336f9f5da0aep-36	-0x1.f2d9da774f287p-36	-0x1.f336f9f5da0aep-36	-0x1.f2d9da774f287p-36	true	true	06d62f0447f66b4bb856701b55bbcc7cf3bd49b10cdb6bba970be75f2bb5777a
D4	338	U07-0000000106_S08-0000000168	169	C0Rect2Set	false	true	true	true	-0x1.f3370dbc06733p-36	-0x1.f2d9c6b46bc54p-36	-0x1.f3370dbc06733p-36	-0x1.f2d9c6b46bc54p-36	true	true	a198dad7b16260308bf7b3cf7c53d20002f282401c44a3691bb616889763f25b
D4	339	U07-0000000106_S08-0000000169	170	C0HORect2Set	false	true	true	true	-0x1.f31aba5c81dabp-36	-0x1.f2bd9ea123c32p-36	-0x1.f31aba5c81dabp-36	-0x1.f2bd9ea123c32p-36	true	true	c063e3600640f86f2fabbb7aba3ef559f289f99e4e94b0695d1eb0390a6db916
D4	340	U07-0000000106_S08-0000000169	170	C0Rect2Set	false	true	true	true	-0x1.f31ace13e095p-36	-0x1.f2bd8aed8b476p-36	-0x1.f31ace13e095p-36	-0x1.f2bd8aed8b476p-36	true	true	c1a5298d77b191077771e595affbee425cdcff0765b6fedeccfcf27d7ad9b5fe
D4	341	U07-0000000106_S08-0000000170	171	C0HORect2Set	false	true	true	true	-0x1.f2fe7b813f97dp-36	-0x1.f2a163a5bd578p-36	-0x1.f2fe7b813f97dp-36	-0x1.f2a163a5bd578p-36	true	true	26c5b52564ce2359d96b72c7d98bcff7047957916d00019f8ac74af09a32305c
D4	342	U07-0000000106_S08-0000000170	171	C0Rect2Set	false	true	true	true	-0x1.f2fe8f470368bp-36	-0x1.f2a14fe343089p-36	-0x1.f2fe8f470368bp-36	-0x1.f2a14fe343089p-36	true	true	76f95c38aa698c8aa7a41f24e4f92c7fa64a60a230df6f3ccb65d43302d23a1a
D4	343	U07-0000000106_S08-0000000171	172	C0HORect2Set	false	true	true	true	-0x1.f2e23d724ee12p-36	-0x1.f28529765b45ap-36	-0x1.f2e23d724ee12p-36	-0x1.f28529765b45ap-36	true	true	45dd9f49df99e095792c149d28a5b31f65b33f2c9fd64913bbf42c4a86092eb3
D4	344	U07-0000000106_S08-0000000171	172	C0Rect2Set	false	true	true	true	-0x1.f2e251379c0b4p-36	-0x1.f28515b45770ap-36	-0x1.f2e251379c0b4p-36	-0x1.f28515b45770ap-36	true	true	418dc857c7ebb67b9964c816731f70c7ed83c2fbf3ee8f50e8183fd8bd8718b0
D4	345	U07-0000000106_S08-0000000172	173	C0HORect2Set	false	true	true	true	-0x1.f2c6002f59ebap-36	-0x1.f268f01348671p-36	-0x1.f2c6002f59ebap-36	-0x1.f268f01348671p-36	true	true	8303c636d1bf1206f6eb10ba75181b768f69ce922ab5c715b385dfc0eec61913
D4	346	U07-0000000106_S08-0000000172	173	C0Rect2Set	false	true	true	true	-0x1.f2c613f46a053p-36	-0x1.f268dc51822ccp-36	-0x1.f2c613f46a053p-36	-0x1.f268dc51822ccp-36	true	true	aae06361fe0576ad90714d2e83cdebe034abccf6b0e2566bc7dc9a7ffdaf62cc
D4	347	U07-0000000106_S08-0000000173	174	C0HORect2Set	false	true	true	true	-0x1.f2a9c3b89e2a2p-36	-0x1.f24cb77c3f521p-36	-0x1.f2a9c3b89e2a2p-36	-0x1.f24cb77c3f521p-36	true	true	b0055769de41055021200b5f6d7b898291ff80e5e0af6b93a2df2232da3fe5e3
D4	348	U07-0000000106_S08-0000000173	174	C0Rect2Set	false	true	true	true	-0x1.f2a9d77d6c809p-36	-0x1.f24ca3bab9af9p-36	-0x1.f2a9d77d6c809p-36	-0x1.f24ca3bab9af9p-36	true	true	00a0fc5f323c8725bb381ef8553911155bd4657b00d34c3eb48908c57c016bf1
D4	349	U07-0000000106_S08-0000000174	175	C0HORect2Set	false	true	true	true	-0x1.f28d880e9f4d8p-36	-0x1.f2307fb0aeb8cp-36	-0x1.f28d880e9f4d8p-36	-0x1.f2307fb0aeb8cp-36	true	true	1dbde4dbc77cec5fab7207b635e59a4c6f41df566cabbc86e391dcfc1303fb92
D4	350	U07-0000000106_S08-0000000174	175	C0Rect2Set	false	true	true	true	-0x1.f28d9bd290c3cp-36	-0x1.f2306bf006967p-36	-0x1.f28d9bd290c3cp-36	-0x1.f2306bf006967p-36	true	true	9b369d7a6f17cf8c29d26d0e3f04a30ab937b652065d56ecce41ffcf5774a625
D4	351	U07-0000000106_S08-0000000175	176	C0HORect2Set	false	true	true	true	-0x1.f2714d2feb95fp-36	-0x1.f21448b201101p-36	-0x1.f2714d2feb95fp-36	-0x1.f21448b201101p-36	true	true	dc5b5801a3cf0f93333f1622d83ec8691e22989b106241f31220536188c4b39a
D4	352	U07-0000000106_S08-0000000175	176	C0Rect2Set	false	true	true	true	-0x1.f27160f3e341ap-36	-0x1.f21434f152891p-36	-0x1.f27160f3e341ap-36	-0x1.f21434f152891p-36	true	true	1278a72fc1ec96054ac7d25401102274dd15aa7eccdcd19e3c2d033cfd15b73b
D4	357	U07-0000000107_S08-0000000162	179	C0HORect2Set	false	true	true	true	-0x1.f3dcf5520d559p-36	-0x1.f37fbec697f44p-36	-0x1.f3dcf5520d559p-36	-0x1.f37fbec697f44p-36	true	true	a70ef038a761b061be74bb4e8b51cd861b865f7c1d5a11289d6db5063db63f35
D4	358	U07-0000000107_S08-0000000162	179	C0Rect2Set	false	true	true	true	-0x1.f3dd091b75087p-36	-0x1.f37fab0078ca8p-36	-0x1.f3dd091b75087p-36	-0x1.f37fab0078ca8p-36	true	true	96a52f81878d582489d6bbbd387bae8d3a777d17ae451861b6f7bc6b2bba7b49
D4	359	U07-0000000107_S08-0000000163	180	C0HORect2Set	false	true	true	true	-0x1.f3c0b1062153ap-36	-0x1.f3637e5bf8b1p-36	-0x1.f3c0b1062153ap-36	-0x1.f3637e5bf8b1p-36	true	true	47d648674e1bf00a5c9176e6bcbf81ca2ead111a9d9823a7c5e80751c10ddfa0
D4	360	U07-0000000107_S08-0000000163	180	C0Rect2Set	false	true	true	true	-0x1.f3c0c4cf1f2e7p-36	-0x1.f3636a96456edp-36	-0x1.f3c0c4cf1f2e7p-36	-0x1.f3636a96456edp-36	true	true	3d9d086b1dfaefb7687677b2809fafc7dd3ef79081bc1542ab2d65ec519df405
D4	361	U07-0000000107_S08-0000000164	181	C0HORect2Set	false	true	true	true	-0x1.f3a46d86b9b59p-36	-0x1.f3473ebd741a3p-36	-0x1.f3a46d86b9b59p-36	-0x1.f3473ebd741a3p-36	true	true	037f53d922d6d3b5babff932a9e1ac6fb8a4c44bcc4a51fb6ce68e0e46a88df7
D4	362	U07-0000000107_S08-0000000164	181	C0Rect2Set	false	true	true	true	-0x1.f3a4814f3487bp-36	-0x1.f3472af84255ap-36	-0x1.f3a4814f3487bp-36	-0x1.f3472af84255ap-36	true	true	117df69fc0693d3170c9dd8ada8e39b70950ce2a9aa7d121f9c439c6d21e303a
D4	363	U07-0000000107_S08-0000000165	182	C0HORect2Set	false	true	true	true	-0x1.f3882adec802cp-36	-0x1.f32affdfb360fp-36	-0x1.f3882adec802cp-36	-0x1.f32affdfb360fp-36	true	true	bb698b3857e3e97e22316673e47cdd1e976cb1cdc8b301e9107f9b6e92aba866
