LEAF_ID	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	STATUS	METHOD	PROBE_PASS	AFFINE_PASS	PROJECTIVE_X_PASS	PROJECTIVE_Y_PASS	PROJECTIVE_PLUS_PASS	PROJECTIVE_MINUS_PASS	HOMOGENEOUS_PASS	CERTIFICATE_PASS	SUBDIVISION_REQUIRED	INPUT_SHA256	LEAF_CHALLENGE	RECEIPT_SHA256	STDERR_SHA256	VERIFICATION_SHA256	PHYSICAL_SHA256	WORKER_RC	ELAPSED_MS	C1_DET_WIDTH	AFFINE_DET_WIDTH	FIXED_BEST_DET_WIDTH	HOMOGENEOUS_DET_WIDTH	MINIMUM_PIVOT_SCORE	CHART_SWITCHES	RECEIPT_BYTES
U13-0000003072_S14-0000002048	13	3072	14	2048	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	9bf34212f1edadbc9a8b99eefe83b9a19a0907cd18cb9bb0cec71fe5f6e1f4b1	1c6634152c599def0fa405efe50a82b0b04392c652a567d057697e42e107001b	fd0954b83220cc80c65781bbbb6348462992ae375b8c822b2bfdf8dc22905de9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	6aa78990d5d0c346a3bce01e5fb862d12047c0dbb32e7fb156f47720b84e8392	51a15ce9cc647be32f05564c7f829378a536107ebdc1b66df348fa5b61434aff	0	27087	1.4167194287956574e-07	5.2244103969580927e-11	2.0121030215262077e-09	4.1121922489480697e-08	4.2345311046877419e-07	2	35511
U13-0000003072_S14-0000006144	13	3072	14	6144	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	be36f461978210164e0c350bdeab58afdd92d663b80cb852c6ac5f5d29ea6918	8b3462945df46899417c95af96fcffc8fcdb1f803abcba32ed8a330ab4c373ac	1e4111efa6c2501efe2e7e4f05994056e34502e70e9c195d6f5bbfb8562764da	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1b631fded116572498cfab281062a03e9cd876cced6e04f4cd6f7286f0be857c	56a9746f713f3c2580fa0abf972fec76c9d3ce37510862f6ed8c5181e3616deb	0	26194	1.3921686227290922e-07	5.1810445057919812e-11	2.0258778023335395e-09	5.9657602117372247e-08	1.2924158335393831e-07	2	35478
U13-0000003072_S14-0000010240	13	3072	14	10240	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	32c0a247b6cc66a98470bfae11bbe1a78284b430c382a142e0e56082bfd55717	52138cd59533ac96012df26707f3072b167512d454686251d686494bae2859ee	1d2aa36a1f6e91af0c460519d75662f86cbd859e72191fd99098f0486095c796	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	38c813200997fe0901f1ef4cef22561250a42e8e28928cad36390413f5f13db9	b56f2005bec6ac9d35067abdb5f28f1276d86423c6ec137afee655d5c3ae19cc	0	27290	1.4029757209546047e-07	5.3620480412218567e-11	2.0519834510168867e-09	8.1607372134573203e-08	3.212848953880703e-08	2	35529
U13-0000003072_S14-0000014336	13	3072	14	14336	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	75b00dabff185d6b8367cac9f3af8e6abca8738f5c8a0667d0df3b2a430c7bfb	8c83a561d4271de3780a3b93f057020260c39d4a6e9001f3d330a089613cda0e	f0919747aaedaff2ff5ef3999c17df776ffd7402ffecd6735962c96d6443253a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b2c15bd9219990c21509a2f0c2bc21e1a4e4a30260b8e2a2986ad88ac96ed11d	b2a5033d1a42829314239693a3604724b0f83bb5ab1e3d6b0cc296900196e286	0	25928	1.4454436397700186e-07	5.6003971627071171e-11	2.0875597478164699e-09	1.0952751865598313e-07	9.9988050793087501e-08	1	35508
U13-0000005120_S14-0000002048	13	5120	14	2048	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	ca11146f707a51519b4d9f9aeeb2ea11a60eb6e35ea981d3bd6b8a37cffc0361	438999ac2f3a562777e8eafbe6d36e414c7c511e21120a2b127d07ab33ff9bba	a06fac200ccb2e7d7321471a7bbc089ea091e897989ed7c12da879faeb4939b7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	789157af827e109051529f563adec0d283156ef68a5c8754ea597c69791c779b	5492ed96c0b6aa77878e780112d3e562d3e8aeb25a7d66251f4f44256ddd4e22	0	26108	1.4203142825532937e-07	5.5327951230325744e-11	2.0086571164632193e-09	3.9909673714392534e-08	4.637658825007488e-07	2	35499
U13-0000005120_S14-0000006144	13	5120	14	6144	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	bb79828ba7a9d6387529cd200d4d4abc9d1795b6c7ac32ed4444049cf0ff8093	84b8cb7933f2f424161ea785c1be463b506e996b11ab0399f853cbcf30c484d8	fd91412b561da4d8d013a803b9b808f64e90fbca16e26119b13551e13cb499b6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8ae1d45ac5652d8f2548abca716976b47fdac5d4dba5eccd59029bc9a7dd5523	d1554753410c54529b0f0f53a8379f3c77ca7542eafdaaabe7d470754db1565f	0	27190	1.3969773206670402e-07	5.2092277281946503e-11	2.0194514708245992e-09	5.5656067733377719e-08	1.5216005712025803e-07	2	35495
U13-0000005120_S14-0000010240	13	5120	14	10240	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	47f301b316ec1c644114e87092015846e62922318133419b626defcf09b717f4	1fac936415b8a1f77ea6a3f548630be03cb3ccebf588210a370c0af3a5dbd75a	cd8cfbda1b89df8f2e146ee5e92a86707eb7a7b75aef24ef7b48c5b4a2ade532	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4ad795f14d5fd687b68a0936ad1db45dbf1667a724000d7f3845111e1f46d020	1c95556e6a5237cfbbdac93e6aa643379baf727883f2ebe301b0ab4d88c400c0	0	32305	1.4043236105142926e-07	5.3289879763190494e-11	2.0430821425991507e-09	1.3451322629609853e-07	3.6885730751788616e-08	2	35516
U13-0000005120_S14-0000014336	13	5120	14	14336	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	182164cba4ee82305a1dca988ce41639c12ac4ad6a583996a189d0ca4ec8a7c0	f7761905f30637a52966cc4cb267257fbc36b4debaf05caeb5f763cbed8c5aaf	4b004c309fb357bd0fbaec2ae3f78cd3ea2dcdc8a3123ab9b0e79965cf704175	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	f725c55a6ab8fc335e308ba032b60f766e2a49ea0be73a9a5085b09a3545ee63	0cf38c1b95838ecd9b3399a85f5270e25e0a47da87fdd65bf1eb530ebd157971	0	30093	1.4430037583585873e-07	5.580345445761536e-11	2.0784790040242859e-09	1.1231264170842146e-07	8.4690505074595404e-08	1	35513
U13-0000006144_S13-0000002048	13	6144	13	2048	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	false	false	false	false	false	true	d6970d6df00fd7a6f1bd282329670b4823a491febbe39691a14fc8836cfcb4fa	df95a208f454a85bb387207932ac1aa8bef409b71674ed1cc5f857b49342d79c	44a4854a1fc0efd2ab41624b93d06283187715def89e41e418234b317ef79454	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0c348514c5ad4190edc1ac0c169a87fe815c4031b4025704aa42e0d43bbfe5f3	0a5d816125f9d4d6e697e3d2e3a3f4db4f8916f4eb00033985378221920d7474	0	28902	2.2310242984279172e-07	6.659523521446042e-11	3.6343693480218178e-09	7.0078413459534951e-08	3.0266857444231167e-07	2	35481
U13-0000006144_S13-0000006144	13	6144	13	6144	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	false	false	false	false	false	true	2845ff5c1bf00fce3418b0157fe8b2ffeb0979950dcce20f538b137df99e2984	c09324cc9b41e399332301ee201ceaa39ce443880b8a945b71e18c3e2a3a100f	7834eb39b6917df53860c764d60a5e67aa77e89497de057ea0140d45a7208321	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2f99c28616390cf18b891b9f1be3da66bab4344ba5cf87958eca6e26efe1bfb4	64ef630ff235f10ae311edc0fbd04f5690b7ad506a39b07ece5a9608d8c2aaf0	0	29693	2.2438126617262866e-07	7.2078701789184993e-11	3.7157597384724345e-09	1.2019962062718817e-07	3.7211785596991009e-08	2	35507
U13-0000006144_S14-0000004096	13	6144	14	4096	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	d7a65f060af11f1bbce574b1b0bd1a9f93b7921c53375a673761796775aee3e2	9367e495e1d0ec14509b388ac71cfeec929f0a3c8a5bc2c50310e43f39a1b149	0dd38c74ac18b4d378b998bcdbbca04ae9db3f9b906d5cc2764c3aa4dcbeb613	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	766e1a5e22869dafe5837e4bc85392bb668354d377900af3e98721cdf264648b	1042703045a03014893feb8405b37b768dd7e98e40e44ce23558e640a336bf6b	0	26797	1.4084558308500048e-07	5.2148599793116903e-11	2.0090999932453784e-09	4.4285485216073382e-08	3.0359382667237893e-07	2	35505
U13-0000006144_S14-0000012288	13	6144	14	12288	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	1dc680e8b9a59d04cf944fdac755e8e2fbef26e9d7dac6b134cb651a4cd5fa9c	9c6dc15df56cd9a1bf84223d170aa084ecc0fd439c91dd3323779a67295ab25c	ebd062511aa6b826722506b5f61c802b846e7486cf1dcba7bffe40e789666799	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	f1848d190a76268d6616df84f3c71a7492b682ff317356adc0b29c0dfb919b89	30b5fe39ec2967652168c9d240c3699e5665e549322c7cc5439815d54bc10387	0	26184	1.4199657864974391e-07	5.4331654095269835e-11	2.0559832758810859e-09	7.7694897056233093e-08	3.7315220953962285e-08	2	35502
U13-0000007168_S14-0000002048	13	7168	14	2048	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	94c07ecfa0d74945172ca703159070cb96d9367361303704126bb5d33fb35279	3a77a12c814d322a4872eee2ed9697c7fbd1f05f9377354e2b18f6a5b59f039e	c5c1e0f62f76e8fc631e5118ad6d53f9249bb9328b62461eee35593f1b0a3b7c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d70ed3f8acaef22523818ec98e1b4d2b926b0d6b1e713a1a70c75981fc01588e	ab673a515c3fee73e32cf062426c17affb2d5344d3bc1eee9c6109423dcdbc8d	0	32610	1.4250687345475058e-07	5.5577450232655202e-11	2.0024169892807956e-09	3.8807683792537985e-08	5.0585798262683195e-07	2	35502
