id	iri	label
255	http://purl.obolibrary.org/obo/CL_0000357	stratified epithelial stem cell
256	http://purl.obolibrary.org/obo/CL_0000358	sphincter associated smooth muscle cell
257	http://purl.obolibrary.org/obo/CL_0000359	vascular associated smooth muscle cell
258	http://purl.obolibrary.org/obo/CL_0000360	morula cell
259	http://purl.obolibrary.org/obo/CL_0000361	gastrula cell
260	http://purl.obolibrary.org/obo/CL_0000362	epidermal cell
261	http://purl.obolibrary.org/obo/CL_0000365	animal zygote
262	http://purl.obolibrary.org/obo/CL_0000367	sheath cell (sensu Nematoda)
263	http://purl.obolibrary.org/obo/CL_0000371	protoplast
264	http://purl.obolibrary.org/obo/CL_0000372	tormogen cell
265	http://purl.obolibrary.org/obo/CL_0000373	histoblast
266	http://purl.obolibrary.org/obo/CL_0000374	trichogen cell
267	http://purl.obolibrary.org/obo/CL_0000376	humidity receptor cell
268	http://purl.obolibrary.org/obo/CL_0000377	tracheoblast
269	http://purl.obolibrary.org/obo/CL_0000378	supporting cell (sensu Nematoda and Protostomia)
270	http://purl.obolibrary.org/obo/CL_0000379	sensory processing neuron
271	http://purl.obolibrary.org/obo/CL_0000380	thecogen cell
272	http://purl.obolibrary.org/obo/CL_0000382	scolopale cell
273	http://purl.obolibrary.org/obo/CL_0000383	nephrogenic mesenchyme stem cell
274	http://purl.obolibrary.org/obo/CL_0000384	ligament cell
275	http://purl.obolibrary.org/obo/CL_0000385	prohemocyte (sensu Nematoda and Protostomia)
276	http://purl.obolibrary.org/obo/CL_0000387	hemocyte (sensu Arthropoda)
277	http://purl.obolibrary.org/obo/CL_0000388	tendon cell
278	http://purl.obolibrary.org/obo/CL_0000389	socket cell (sensu Nematoda)
279	http://purl.obolibrary.org/obo/CL_0000390	blood cell (sensu Nematoda and Protostomia)
280	http://purl.obolibrary.org/obo/CL_0000392	crystal cell
281	http://purl.obolibrary.org/obo/CL_0000393	electrically responsive cell
282	http://purl.obolibrary.org/obo/CL_0000394	plasmatocyte
283	http://purl.obolibrary.org/obo/CL_0000395	procrystal cell
284	http://purl.obolibrary.org/obo/CL_0000396	lamellocyte
285	http://purl.obolibrary.org/obo/CL_0000397	ganglion interneuron
286	http://purl.obolibrary.org/obo/CL_0000404	electrically signaling cell
287	http://purl.obolibrary.org/obo/CL_0000406	CNS short range interneuron
288	http://purl.obolibrary.org/obo/CL_0000407	scolopidial ligament cell
289	http://purl.obolibrary.org/obo/CL_0000408	male gamete
290	http://purl.obolibrary.org/obo/CL_0000410	CNS long range interneuron
291	http://purl.obolibrary.org/obo/CL_0000411	Caenorhabditis hypodermal cell
292	http://purl.obolibrary.org/obo/CL_0000412	polyploid cell
293	http://purl.obolibrary.org/obo/CL_0000413	haploid cell
294	http://purl.obolibrary.org/obo/CL_0000415	diploid cell
295	http://purl.obolibrary.org/obo/CL_0000416	polytene cell
296	http://purl.obolibrary.org/obo/CL_0000417	endopolyploid cell
297	http://purl.obolibrary.org/obo/CL_0000418	arcade cell
298	http://purl.obolibrary.org/obo/CL_0000419	seam cell
299	http://purl.obolibrary.org/obo/CL_0000420	syncytial epithelial cell
300	http://purl.obolibrary.org/obo/CL_0000421	coelomocyte
301	http://purl.obolibrary.org/obo/CL_0000422	mitogenic signaling cell
302	http://purl.obolibrary.org/obo/CL_0000423	tip cell
303	http://purl.obolibrary.org/obo/CL_0000424	excretory cell
304	http://purl.obolibrary.org/obo/CL_0000425	pore cell
305	http://purl.obolibrary.org/obo/CL_0000427	GLR cell
306	http://purl.obolibrary.org/obo/CL_0000428	yolk cell
307	http://purl.obolibrary.org/obo/CL_0000429	imaginal disc cell
308	http://purl.obolibrary.org/obo/CL_0000430	xanthophore cell
309	http://purl.obolibrary.org/obo/CL_0000431	iridophore
310	http://purl.obolibrary.org/obo/CL_0000432	reticular cell
311	http://purl.obolibrary.org/obo/CL_0000434	eccrine cell
312	http://purl.obolibrary.org/obo/CL_0000435	alkali secreting cell
313	http://purl.obolibrary.org/obo/CL_0000436	vaginal lubricant secreting cell
314	http://purl.obolibrary.org/obo/CL_0000437	gonadtroph
315	http://purl.obolibrary.org/obo/CL_0000438	luteinizing hormone secreting cell
316	http://purl.obolibrary.org/obo/CL_0000439	prolactin secreting cell
317	http://purl.obolibrary.org/obo/CL_0000440	melanocyte stimulating hormone secreting cell
318	http://purl.obolibrary.org/obo/CL_0000441	follicle stem cell (sensu Arthropoda)
319	http://purl.obolibrary.org/obo/CL_0000442	follicular dendritic cell
320	http://purl.obolibrary.org/obo/CL_0000443	calcitonin secreting cell
321	http://purl.obolibrary.org/obo/CL_0000444	obliquely striated muscle cell
322	http://purl.obolibrary.org/obo/CL_0000445	apoptosis fated cell
323	http://purl.obolibrary.org/obo/CL_0000446	chief cell of parathyroid gland
324	http://purl.obolibrary.org/obo/CL_0000447	carbohydrate secreting cell
325	http://purl.obolibrary.org/obo/CL_0000448	white adipocyte
326	http://purl.obolibrary.org/obo/CL_0000449	brown adipocyte
327	http://purl.obolibrary.org/obo/CL_0000451	dendritic cell
328	http://purl.obolibrary.org/obo/CL_0000453	Langerhans cell
329	http://purl.obolibrary.org/obo/CL_0000454	epinephrine secreting cell
330	http://purl.obolibrary.org/obo/CL_0000456	mineralocorticoid secreting cell
331	http://purl.obolibrary.org/obo/CL_0000457	biogenic amine secreting cell
332	http://purl.obolibrary.org/obo/CL_0000458	serotonin secreting cell
333	http://purl.obolibrary.org/obo/CL_0000459	noradrenergic cell
334	http://purl.obolibrary.org/obo/CL_0000460	glucocorticoid secreting cell
335	http://purl.obolibrary.org/obo/CL_0000462	adepithelial cell
336	http://purl.obolibrary.org/obo/CL_0000463	epidermal cell (sensu Arthropoda)
337	http://purl.obolibrary.org/obo/CL_0000464	epidermoblast
338	http://purl.obolibrary.org/obo/CL_0000465	cardioblast (sensu Arthropoda)
339	http://purl.obolibrary.org/obo/CL_0000467	adrenocorticotropic hormone secreting cell
340	http://purl.obolibrary.org/obo/CL_0000468	neuroglioblast (sensu Nematoda and Protostomia)
341	http://purl.obolibrary.org/obo/CL_0000469	ganglion mother cell
342	http://purl.obolibrary.org/obo/CL_0000470	digestive enzyme secreting cell
343	http://purl.obolibrary.org/obo/CL_0000474	pericardial nephrocyte
344	http://purl.obolibrary.org/obo/CL_0000476	thyrotroph
345	http://purl.obolibrary.org/obo/CL_0000477	follicle cell of egg chamber
346	http://purl.obolibrary.org/obo/CL_0000478	oxytocin stimulating hormone secreting cell
347	http://purl.obolibrary.org/obo/CL_0000479	vasopressin stimulating hormone secreting cell
348	http://purl.obolibrary.org/obo/CL_0000480	secretin stimulating hormone secreting cell
349	http://purl.obolibrary.org/obo/CL_0000481	cholecystokin stimulating hormone secreting cell
